#K-Path(1/A) Energy-Level(eV)
# NKPTS & NBANDS: 140  48
# Band-Index:    1
   0.00000    -74.866616
   0.05995    -74.866606
   0.11990    -74.866583
   0.17985    -74.866549
   0.23980    -74.866505
   0.29976    -74.866453
   0.35971    -74.866392
   0.41966    -74.866326
   0.47961    -74.866253
   0.53956    -74.866175
   0.59951    -74.866097
   0.65946    -74.866019
   0.71941    -74.865943
   0.77936    -74.865871
   0.83931    -74.865806
   0.89927    -74.865754
   0.95922    -74.865711
   1.01917    -74.865676
   1.07912    -74.865653
   1.13907    -74.865646
   1.13907    -74.865646
   1.18291    -74.865648
   1.22676    -74.865658
   1.27060    -74.865674
   1.31445    -74.865693
   1.35829    -74.865716
   1.40214    -74.865740
   1.44598    -74.865767
   1.48983    -74.865797
   1.53367    -74.865826
   1.57752    -74.865854
   1.62136    -74.865879
   1.66521    -74.865906
   1.70905    -74.865929
   1.75290    -74.865948
   1.79674    -74.865963
   1.84059    -74.865974
   1.88443    -74.865981
   1.92828    -74.865983
   1.97212    -74.865982
   1.97212    -74.865982
   2.01176    -74.865977
   2.05140    -74.865968
   2.09104    -74.865957
   2.13068    -74.865941
   2.17031    -74.865922
   2.20995    -74.865900
   2.24959    -74.865876
   2.28923    -74.865852
   2.32886    -74.865826
   2.36850    -74.865799
   2.40814    -74.865773
   2.44778    -74.865748
   2.48742    -74.865726
   2.52705    -74.865704
   2.56669    -74.865685
   2.60633    -74.865668
   2.64597    -74.865655
   2.68560    -74.865647
   2.72524    -74.865645
   2.72524    -74.865645
   2.78843    -74.865652
   2.85162    -74.865677
   2.91481    -74.865715
   2.97800    -74.865762
   3.04119    -74.865816
   3.10438    -74.865875
   3.16757    -74.865942
   3.23076    -74.866015
   3.29395    -74.866093
   3.35714    -74.866172
   3.42033    -74.866249
   3.48352    -74.866322
   3.54671    -74.866389
   3.60990    -74.866452
   3.67309    -74.866504
   3.73628    -74.866548
   3.79947    -74.866583
   3.86266    -74.866606
   3.92585    -74.866616
   3.92585    -74.866616
   4.00933    -74.866602
   4.09281    -74.866568
   4.17629    -74.866519
   4.25978    -74.866467
   4.34326    -74.866417
   4.42674    -74.866368
   4.51023    -74.866324
   4.59371    -74.866291
   4.67719    -74.866277
   4.76067    -74.866274
   4.84416    -74.866287
   4.92764    -74.866314
   5.01112    -74.866359
   5.09460    -74.866412
   5.17809    -74.866469
   5.26157    -74.866522
   5.34505    -74.866564
   5.42854    -74.866589
   5.51202    -74.866597
   5.51202    -74.865983
   5.60639    -74.865979
   5.70077    -74.865969
   5.79515    -74.865950
   5.88952    -74.865927
   5.98390    -74.865906
   6.07828    -74.865899
   6.17265    -74.865901
   6.26703    -74.865915
   6.36141    -74.865944
   6.45578    -74.865994
   6.55016    -74.866058
   6.64453    -74.866141
   6.73891    -74.866233
   6.83329    -74.866325
   6.92766    -74.866412
   7.02204    -74.866488
   7.11642    -74.866551
   7.21079    -74.866597
   7.30517    -74.866616
   7.30517    -74.866616
   7.34809    -74.866611
   7.39101    -74.866602
   7.43393    -74.866588
   7.47685    -74.866569
   7.51976    -74.866545
   7.56268    -74.866521
   7.60560    -74.866497
   7.64852    -74.866471
   7.69144    -74.866445
   7.73436    -74.866420
   7.77728    -74.866394
   7.82020    -74.866367
   7.86312    -74.866342
   7.90604    -74.866321
   7.94896    -74.866301
   7.99187    -74.866288
   8.03479    -74.866278
   8.07771    -74.866272
