 #Energy          XX(cm^-1)       YY(cm^-1)      ZZ(cm^-1)       XY(cm^-1)       YZ(cm^-1)       XZ(cm^-1)
 1.885488E+01  2.59825014E+04  3.00096771E+04  2.48921739E+04  0.00000000E+00  0.00000000E+00  5.64342755E+04
 1.883686E+01  2.45362594E+04  2.96667034E+04  2.34432898E+04  0.00000000E+00  0.00000000E+00  4.14023277E+04
 1.881890E+01  2.30850964E+04  2.89583245E+04  2.23589801E+04  0.00000000E+00  0.00000000E+00  2.00514844E+04
 1.880095E+01  2.16335223E+04  2.82504632E+04  2.12719789E+04  0.00000000E+00  0.00000000E+00  0.00000000E+00
 1.878304E+01  2.09113178E+04  2.68036367E+04  2.05506370E+04  0.00000000E+00  0.00000000E+00  1.92469086E+04
 1.876518E+01  2.01895086E+04  2.53544922E+04  1.98271972E+04  0.00000000E+00  0.00000000E+00  2.87767451E+04
 1.874734E+01  1.98341512E+04  2.42679232E+04  1.98401093E+04  0.00000000E+00  0.00000000E+00  4.93263285E+04
 1.872952E+01  1.98458660E+04  2.31799101E+04  1.98530154E+04  0.00000000E+00  0.00000000E+00  6.11605163E+04
 1.871177E+01  1.94909852E+04  2.20890929E+04  1.94980025E+04  0.00000000E+00  0.00000000E+00  7.35943204E+04
 1.869402E+01  1.91356507E+04  2.17337295E+04  1.91425360E+04  0.00000000E+00  0.00000000E+00  7.70871526E+04
 1.867631E+01  1.87787080E+04  2.13779262E+04  1.87865860E+04  0.00000000E+00  0.00000000E+00  7.71602613E+04
 1.865866E+01  1.87908460E+04  2.13917312E+04  1.87987244E+04  0.00000000E+00  0.00000000E+00  9.07353364E+04
 1.864102E+01  1.91716895E+04  2.14055621E+04  1.84420478E+04  0.00000000E+00  0.00000000E+00  9.08212261E+04
 1.862340E+01  1.91840829E+04  2.14206698E+04  1.84539650E+04  0.00000000E+00  0.00000000E+00  1.04714919E+05
 1.860585E+01  1.95656005E+04  2.14357394E+04  1.84658489E+04  0.00000000E+00  0.00000000E+00  1.04813697E+05
 1.858831E+01  1.99476173E+04  2.10809976E+04  1.88473068E+04  0.00000000E+00  0.00000000E+00  1.18839618E+05
 1.857079E+01  2.07022093E+04  2.10958271E+04  1.92303836E+04  0.00000000E+00  0.00000000E+00  1.38691362E+05
 1.855334E+01  2.10891909E+04  2.11106193E+04  1.92450240E+04  0.00000000E+00  0.00000000E+00  1.51794321E+05
 1.853589E+01  2.07362364E+04  2.07560602E+04  1.92585389E+04  0.00000000E+00  0.00000000E+00  1.51593765E+05
 1.851848E+01  2.03814541E+04  2.03997129E+04  1.89025633E+04  0.00000000E+00  0.00000000E+00  1.52155935E+05
 1.850113E+01  2.00248793E+04  2.04139692E+04  1.89157799E+04  0.00000000E+00  0.00000000E+00  1.53736989E+05
 1.848378E+01  2.00400910E+04  2.00580290E+04  1.89290194E+04  0.00000000E+00  0.00000000E+00  1.53881287E+05
 1.846646E+01  2.00541033E+04  1.97015201E+04  1.89433824E+04  0.00000000E+00  0.00000000E+00  1.46584407E+05
 1.844920E+01  1.96976255E+04  1.93432601E+04  1.93282777E+04  0.00000000E+00  0.00000000E+00  1.56925333E+05
 1.843195E+01  1.97125409E+04  1.89845052E+04  1.93440643E+04  0.00000000E+00  0.00000000E+00  1.57072210E+05
 1.841476E+01  1.97285963E+04  1.89976991E+04  1.89863878E+04  0.00000000E+00  0.00000000E+00  1.61567117E+05
 1.839757E+01  1.93709875E+04  1.86381563E+04  1.90018633E+04  0.00000000E+00  0.00000000E+00  1.67805888E+05
 1.838042E+01  1.86400145E+04  1.86522194E+04  1.86433408E+04  0.00000000E+00  0.00000000E+00  1.63249342E+05
 1.836332E+01  1.82809632E+04  1.82929287E+04  1.82842242E+04  0.00000000E+00  0.00000000E+00  1.59249092E+05
 1.834623E+01  1.79213728E+04  1.83067019E+04  1.79245686E+04  0.00000000E+00  0.00000000E+00  1.59397450E+05
 1.832917E+01  1.75612162E+04  1.75727025E+04  1.75653904E+04  0.00000000E+00  0.00000000E+00  1.70191441E+05
 1.831217E+01  1.72004681E+04  1.72117144E+04  1.68305458E+04  0.00000000E+00  0.00000000E+00  1.68670145E+05
 1.829517E+01  1.64649788E+04  1.68491849E+04  1.60945992E+04  0.00000000E+00  0.00000000E+00  1.68247648E+05
 1.827821E+01  1.57283622E+04  1.64871131E+04  1.53566136E+04  0.00000000E+00  0.00000000E+00  1.54490184E+05
 1.826130E+01  1.49905968E+04  1.61234945E+04  1.46184355E+04  0.00000000E+00  0.00000000E+00  1.56808599E+05
 1.824440E+01  1.46259046E+04  1.57603145E+04  1.42534188E+04  0.00000000E+00  0.00000000E+00  1.41762641E+05
 1.822753E+01  1.38854124E+04  1.53965697E+04  1.35125353E+04  0.00000000E+00  0.00000000E+00  1.46247477E+05
 1.821071E+01  1.35194017E+04  1.46555650E+04  1.31462007E+04  0.00000000E+00  0.00000000E+00  1.31315616E+05
 1.819391E+01  1.27770962E+04  1.42904334E+04  1.27793663E+04  0.00000000E+00  0.00000000E+00  1.31436935E+05
 1.817713E+01  1.24098087E+04  1.35475923E+04  1.24120125E+04  0.00000000E+00  0.00000000E+00  1.15738752E+05
 1.816041E+01  1.20419846E+04  1.31810555E+04  1.20441221E+04  0.00000000E+00  0.00000000E+00  1.24478147E+05
 1.814369E+01  1.16743503E+04  1.28139754E+04  1.16757311E+04  0.00000000E+00  0.00000000E+00  1.10850050E+05
 1.812701E+01  1.13054852E+04  1.24463321E+04  1.13074902E+04  0.00000000E+00  0.00000000E+00  1.10952085E+05
 1.811038E+01  1.09360860E+04  1.17006689E+04  1.09386710E+04  0.00000000E+00  0.00000000E+00  1.11053957E+05
 1.809375E+01  1.05668095E+04  1.09532537E+04  1.05693064E+04  0.00000000E+00  0.00000000E+00  1.11155991E+05
 1.807716E+01  1.01963695E+04  1.02054091E+04  9.82104611E+03  0.00000000E+00  0.00000000E+00  9.83093190E+04
 1.806062E+01  9.44805635E+03  9.45587062E+03  9.45028702E+03  0.00000000E+00  0.00000000E+00  1.10013801E+05
 1.804409E+01  8.69863797E+03  8.32682424E+03  8.32190965E+03  0.00000000E+00  0.00000000E+00  9.97010890E+04
 1.802759E+01  7.94763147E+03  7.19580775E+03  7.57051245E+03  0.00000000E+00  0.00000000E+00  9.97923572E+04
 1.801114E+01  7.19558455E+03  6.44233269E+03  6.81807543E+03  0.00000000E+00  0.00000000E+00  7.75692958E+04
 1.799470E+01  6.44214043E+03  6.06712301E+03  6.06426286E+03  0.00000000E+00  0.00000000E+00  7.76401744E+04
 1.797831E+01  6.06728859E+03  5.31200590E+03  5.68875313E+03  0.00000000E+00  0.00000000E+00  7.77109404E+04
 1.796193E+01  5.31215692E+03  4.93562187E+03  4.93329786E+03  0.00000000E+00  0.00000000E+00  5.51460874E+04
 1.794558E+01  4.93576066E+03  4.93866524E+03  4.93634117E+03  0.00000000E+00  0.00000000E+00  5.51963392E+04
 1.792928E+01  4.55888830E+03  4.56156952E+03  4.55942416E+03  0.00000000E+00  0.00000000E+00  5.52465112E+04
 1.791299E+01  4.56169497E+03  4.56437627E+03  4.18204512E+03  0.00000000E+00  0.00000000E+00  5.52967630E+04
 1.789672E+01  4.18412553E+03  4.18658345E+03  4.18486245E+03  0.00000000E+00  0.00000000E+00  5.53470149E+04
 1.788051E+01  4.18693558E+03  4.18939400E+03  4.18742692E+03  0.00000000E+00  0.00000000E+00  5.53971868E+04
 1.786431E+01  4.18950493E+03  4.19196341E+03  4.19024202E+03  0.00000000E+00  0.00000000E+00  3.87065235E+04
 1.784813E+01  3.81119904E+03  3.81343447E+03  3.81186926E+03  0.00000000E+00  0.00000000E+00  3.87416031E+04
 1.783201E+01  3.81352725E+03  3.81576274E+03  3.81419748E+03  0.00000000E+00  0.00000000E+00  3.87766269E+04
 1.781589E+01  3.81608328E+03  3.81831922E+03  3.81675365E+03  0.00000000E+00  0.00000000E+00  3.88117065E+04
 1.779981E+01  3.81863833E+03  3.82087472E+03  3.81930883E+03  0.00000000E+00  0.00000000E+00  3.88467861E+04
 1.778377E+01  3.82118691E+03  3.82342374E+03  3.82185755E+03  0.00000000E+00  0.00000000E+00  3.88818100E+04
 1.776774E+01  3.82373998E+03  3.82597727E+03  3.82441076E+03  0.00000000E+00  0.00000000E+00  3.89168896E+04
 1.775174E+01  3.44366298E+03  3.82852980E+03  3.44426680E+03  0.00000000E+00  0.00000000E+00  3.89519692E+04
 1.773579E+01  3.44595405E+03  3.44796840E+03  3.44655798E+03  0.00000000E+00  0.00000000E+00  3.89869930E+04
 1.771985E+01  3.44824916E+03  3.45026391E+03  3.44885322E+03  0.00000000E+00  0.00000000E+00  3.90220726E+04
 1.770393E+01  3.45054339E+03  3.45255854E+03  3.45114757E+03  0.00000000E+00  0.00000000E+00  3.90571522E+04
 1.768807E+01  3.45303321E+03  3.45484736E+03  3.45363761E+03  0.00000000E+00  0.00000000E+00  3.90921761E+04
 1.767221E+01  3.45532571E+03  3.45714022E+03  3.45593023E+03  0.00000000E+00  0.00000000E+00  3.91272557E+04
 1.765638E+01  3.45761734E+03  3.45943220E+03  3.45822198E+03  0.00000000E+00  0.00000000E+00  3.91623353E+04
 1.764061E+01  3.45990316E+03  3.46192024E+03  3.46050792E+03  0.00000000E+00  0.00000000E+00  3.91973591E+04
 1.762483E+01  3.46239462E+03  3.46421050E+03  3.46299960E+03  0.00000000E+00  0.00000000E+00  3.92324387E+04
 1.760911E+01  3.46467872E+03  3.46649496E+03  3.46528382E+03  0.00000000E+00  0.00000000E+00  3.92674625E+04
 1.759340E+01  3.46696687E+03  3.46898549E+03  3.46757209E+03  0.00000000E+00  0.00000000E+00  3.93025421E+04
 1.757771E+01  3.46945589E+03  3.47127315E+03  3.47006133E+03  0.00000000E+00  0.00000000E+00  3.93376218E+04
 1.756207E+01  3.08598890E+03  3.47355502E+03  3.08652717E+03  0.00000000E+00  0.00000000E+00  3.93726456E+04
 1.754644E+01  3.08819993E+03  3.47604310E+03  3.08873840E+03  0.00000000E+00  0.00000000E+00  3.94077252E+04
 1.753083E+01  3.09023080E+03  3.09184736E+03  3.09076937E+03  0.00000000E+00  0.00000000E+00  3.94428048E+04
 1.751528E+01  3.09243605E+03  3.09405320E+03  3.09297482E+03  0.00000000E+00  0.00000000E+00  3.94778286E+04
 1.749973E+01  3.09446540E+03  3.09608286E+03  3.09500427E+03  0.00000000E+00  0.00000000E+00  3.95129082E+04
 1.748421E+01  3.09667361E+03  3.09829165E+03  3.09721267E+03  0.00000000E+00  0.00000000E+00  3.95479878E+04
 1.746874E+01  3.09887677E+03  3.10031543E+03  3.09941603E+03  0.00000000E+00  0.00000000E+00  3.95830117E+04
 1.745327E+01  3.10090386E+03  3.10252281E+03  3.10144323E+03  0.00000000E+00  0.00000000E+00  3.96180913E+04
 1.743783E+01  3.10310998E+03  3.10472951E+03  3.10364954E+03  0.00000000E+00  0.00000000E+00  3.96531709E+04
 1.742244E+01  3.10513120E+03  3.10675103E+03  3.10567086E+03  0.00000000E+00  0.00000000E+00  2.05454308E+04
 1.740706E+01  3.10733591E+03  3.10895633E+03  3.10787577E+03  0.00000000E+00  0.00000000E+00  2.05635905E+04
 1.739170E+01  3.10953994E+03  3.11098071E+03  3.11007999E+03  0.00000000E+00  0.00000000E+00  2.05817502E+04
 1.737639E+01  3.11155892E+03  3.11318023E+03  3.11209907E+03  0.00000000E+00  0.00000000E+00  2.05998810E+04
 1.736109E+01  3.11376155E+03  3.11538344E+03  3.11430190E+03  0.00000000E+00  0.00000000E+00  2.06180407E+04
 1.734581E+01  3.11596350E+03  3.11740558E+03  3.11650405E+03  0.00000000E+00  0.00000000E+00  2.06362004E+04
 1.733058E+01  3.11816043E+03  3.11960302E+03  3.11870117E+03  0.00000000E+00  0.00000000E+00  2.06543312E+04
 1.731536E+01  3.12036105E+03  3.12180416E+03  3.12090198E+03  0.00000000E+00  0.00000000E+00  2.06724909E+04
 1.730016E+01  3.12238068E+03  3.12400462E+03  3.12292172E+03  0.00000000E+00  0.00000000E+00  2.06906506E+04
 1.728501E+01  3.12457554E+03  3.12601943E+03  3.12511677E+03  0.00000000E+00  0.00000000E+00  2.07087814E+04
 1.726987E+01  3.12677409E+03  3.12821850E+03  3.12731551E+03  0.00000000E+00  0.00000000E+00  2.07269411E+04
 1.725475E+01  2.73785055E+03  3.13041689E+03  2.73832445E+03  0.00000000E+00  0.00000000E+00  2.07451008E+04
 1.723968E+01  2.73976930E+03  3.13261026E+03  2.74024338E+03  0.00000000E+00  0.00000000E+00  2.07632317E+04
 1.722462E+01  2.74169128E+03  3.13480733E+03  2.74216552E+03  0.00000000E+00  0.00000000E+00  2.07813914E+04
 1.720961E+01  2.74345079E+03  2.74487452E+03  2.74392512E+03  0.00000000E+00  0.00000000E+00  2.07995222E+04
 1.719459E+01  2.74537154E+03  2.74679578E+03  2.74584604E+03  0.00000000E+00  0.00000000E+00  2.08176819E+04
 1.717961E+01  2.74729172E+03  2.74855805E+03  2.74776639E+03  0.00000000E+00  0.00000000E+00  2.08358416E+04
 1.716467E+01  2.74920751E+03  2.75047428E+03  2.74968235E+03  0.00000000E+00  0.00000000E+00  2.08539724E+04
 1.714974E+01  2.75112653E+03  2.75239375E+03  2.75160153E+03  0.00000000E+00  0.00000000E+00  2.08721321E+04
 1.713483E+01  2.75304497E+03  2.75431263E+03  2.75352013E+03  0.00000000E+00  0.00000000E+00  2.08902918E+04
 1.711997E+01  2.75495902E+03  2.75622712E+03  2.75543435E+03  0.00000000E+00  0.00000000E+00  2.09084226E+04
 1.710511E+01  2.75687630E+03  2.75814485E+03  2.75735180E+03  0.00000000E+00  0.00000000E+00  2.09265823E+04
 1.709028E+01  2.75879299E+03  2.76006199E+03  2.75926866E+03  0.00000000E+00  0.00000000E+00  2.09447420E+04
 1.707550E+01  2.76070531E+03  2.76197475E+03  2.76118115E+03  0.00000000E+00  0.00000000E+00  2.09628728E+04
 1.706072E+01  2.76262085E+03  2.76389073E+03  2.76309685E+03  0.00000000E+00  0.00000000E+00  2.09810325E+04
 1.704597E+01  2.76453582E+03  2.76580614E+03  2.76501198E+03  0.00000000E+00  0.00000000E+00  2.09991922E+04
 1.703126E+01  2.76644640E+03  2.76771717E+03  2.76692273E+03  0.00000000E+00  0.00000000E+00  2.10173231E+04
 1.701656E+01  2.76851902E+03  2.76963142E+03  2.76883671E+03  0.00000000E+00  0.00000000E+00  2.10354828E+04
 1.700188E+01  2.77043231E+03  2.77154509E+03  2.77090905E+03  0.00000000E+00  0.00000000E+00  2.10536425E+04
 1.698725E+01  2.77234122E+03  2.77345439E+03  2.77281813E+03  0.00000000E+00  0.00000000E+00  2.10717733E+04
 1.697263E+01  2.77425336E+03  2.77552610E+03  2.77473043E+03  0.00000000E+00  0.00000000E+00  2.10899330E+04
 1.695803E+01  2.77616492E+03  2.77743810E+03  2.77664216E+03  0.00000000E+00  0.00000000E+00  2.11080927E+04
 1.694347E+01  2.77807211E+03  2.77934573E+03  2.77854951E+03  0.00000000E+00  0.00000000E+00  2.11262235E+04
 1.692892E+01  2.77998253E+03  2.78125658E+03  2.78046009E+03  0.00000000E+00  0.00000000E+00  2.11443832E+04
 1.691439E+01  2.78205158E+03  2.78316685E+03  2.78237009E+03  0.00000000E+00  0.00000000E+00  2.11625429E+04
 1.689991E+01  2.78395711E+03  2.78507276E+03  2.78443508E+03  0.00000000E+00  0.00000000E+00  2.11806737E+04
 1.688544E+01  2.78586585E+03  2.78698189E+03  2.78634399E+03  0.00000000E+00  0.00000000E+00  2.11988334E+04
 1.687101E+01  2.78777023E+03  2.78904625E+03  2.78824853E+03  0.00000000E+00  0.00000000E+00  2.12169643E+04
 1.685658E+01  2.78967784E+03  2.79095428E+03  2.79015630E+03  0.00000000E+00  0.00000000E+00  2.12351239E+04
 1.684218E+01  2.79174438E+03  2.79286175E+03  2.79206349E+03  0.00000000E+00  0.00000000E+00  2.12532836E+04
 1.682782E+01  2.79364710E+03  2.79476485E+03  2.79412597E+03  0.00000000E+00  0.00000000E+00  2.12714145E+04
 1.681347E+01  2.79555304E+03  2.79667117E+03  2.79603208E+03  0.00000000E+00  0.00000000E+00  2.12895742E+04
 1.679914E+01  2.39782155E+03  2.79873682E+03  2.79793761E+03  0.00000000E+00  0.00000000E+00  2.13077339E+04
 1.678486E+01  2.39958792E+03  2.80063826E+03  2.39999887E+03  0.00000000E+00  0.00000000E+00  2.13258647E+04
 1.677058E+01  2.40122017E+03  2.80254292E+03  2.40163126E+03  0.00000000E+00  0.00000000E+00  2.13440244E+04
 1.675632E+01  2.40285193E+03  2.40381178E+03  2.40326315E+03  0.00000000E+00  0.00000000E+00  2.13621841E+04
 1.674211E+01  2.40461705E+03  2.40557738E+03  2.40489131E+03  0.00000000E+00  0.00000000E+00  2.13803149E+04
 1.672790E+01  2.40624787E+03  2.40720853E+03  2.40665944E+03  0.00000000E+00  0.00000000E+00  2.13984746E+04
 1.671372E+01  2.40787821E+03  2.40883919E+03  2.40828992E+03  0.00000000E+00  0.00000000E+00  2.14166343E+04
 1.669958E+01  2.40964208E+03  2.41060355E+03  2.40991667E+03  0.00000000E+00  0.00000000E+00  2.14347651E+04
 1.668544E+01  2.41127149E+03  2.41223328E+03  2.41168355E+03  0.00000000E+00  0.00000000E+00  2.14529248E+04
 1.667133E+01  2.41290042E+03  2.41386253E+03  2.41331261E+03  0.00000000E+00  0.00000000E+00  2.14710845E+04
 1.665727E+01  2.41466304E+03  2.41562563E+03  2.41507544E+03  0.00000000E+00  0.00000000E+00  2.14892154E+04
 1.664320E+01  2.41629104E+03  2.41725395E+03  2.41670357E+03  0.00000000E+00  0.00000000E+00  2.15073751E+04
 1.662916E+01  2.41805609E+03  2.41888179E+03  2.41833123E+03  0.00000000E+00  0.00000000E+00  2.15255347E+04
 1.661517E+01  2.41967992E+03  2.42064364E+03  2.42009280E+03  0.00000000E+00  0.00000000E+00  2.15436656E+04
 1.660117E+01  2.42130652E+03  2.42227055E+03  2.42171953E+03  0.00000000E+00  0.00000000E+00  2.15618253E+04
 1.658720E+01  2.42307032E+03  2.42403483E+03  2.42348354E+03  0.00000000E+00  0.00000000E+00  2.15799850E+04
 1.657328E+01  2.42469275E+03  2.42565758E+03  2.42510611E+03  0.00000000E+00  0.00000000E+00  2.15981158E+04
 1.655935E+01  2.42645574E+03  2.42728308E+03  2.42686931E+03  0.00000000E+00  0.00000000E+00  2.16162755E+04
 1.654545E+01  2.42808049E+03  2.42904612E+03  2.42849419E+03  0.00000000E+00  0.00000000E+00  2.16344352E+04
 1.653160E+01  2.42983944E+03  2.43066747E+03  2.43011536E+03  0.00000000E+00  0.00000000E+00  2.16525660E+04
 1.651775E+01  2.43146327E+03  2.43242970E+03  2.43187731E+03  0.00000000E+00  0.00000000E+00  2.16707257E+04
 1.650394E+01  2.43322141E+03  2.43405012E+03  2.43349756E+03  0.00000000E+00  0.00000000E+00  2.16888565E+04
 1.649013E+01  2.43484432E+03  2.43581155E+03  2.43525871E+03  0.00000000E+00  0.00000000E+00  2.17070162E+04
 1.647635E+01  2.43660490E+03  2.43743429E+03  2.43688127E+03  0.00000000E+00  0.00000000E+00  2.17251759E+04
 1.646261E+01  2.43822366E+03  2.43919167E+03  2.43863838E+03  0.00000000E+00  0.00000000E+00  2.17433068E+04
 1.644887E+01  2.43998343E+03  2.44081350E+03  2.44026003E+03  0.00000000E+00  0.00000000E+00  2.17614665E+04
 1.643516E+01  2.44160451E+03  2.44257332E+03  2.44201957E+03  0.00000000E+00  0.00000000E+00  2.17796262E+04
 1.642149E+01  2.44336024E+03  2.44419099E+03  2.44377551E+03  0.00000000E+00  0.00000000E+00  2.17977570E+04
 1.640782E+01  2.44498040E+03  2.44595000E+03  2.44539580E+03  0.00000000E+00  0.00000000E+00  2.18159167E+04
 1.639417E+01  2.44673857E+03  2.44757000E+03  2.44715418E+03  0.00000000E+00  0.00000000E+00  2.18340764E+04
 1.638057E+01  2.44849314E+03  2.44932497E+03  2.44877032E+03  0.00000000E+00  0.00000000E+00  2.18522072E+04
 1.636697E+01  2.45011195E+03  2.45108282E+03  2.45052790E+03  0.00000000E+00  0.00000000E+00  2.18703669E+04
 1.635339E+01  2.45186896E+03  2.45270146E+03  2.45214636E+03  0.00000000E+00  0.00000000E+00  2.18885266E+04
 1.633985E+01  2.45348362E+03  2.45445527E+03  2.45389990E+03  0.00000000E+00  0.00000000E+00  2.19066574E+04
 1.632632E+01  2.45523982E+03  2.45607300E+03  2.45565631E+03  0.00000000E+00  0.00000000E+00  2.19248171E+04
 1.631281E+01  2.45699566E+03  2.45782925E+03  2.45727343E+03  0.00000000E+00  0.00000000E+00  2.19429768E+04
 1.629934E+01  2.45860898E+03  2.45944283E+03  2.45902580E+03  0.00000000E+00  0.00000000E+00  2.19611076E+04
 1.628587E+01  2.46036402E+03  2.46119828E+03  2.46064201E+03  0.00000000E+00  0.00000000E+00  2.19792673E+04
 1.627243E+01  2.46197967E+03  2.46295336E+03  2.46239682E+03  0.00000000E+00  0.00000000E+00  2.19974270E+04
 1.625903E+01  2.46373068E+03  2.46456561E+03  2.46414804E+03  0.00000000E+00  0.00000000E+00  2.20155579E+04
 1.624563E+01  2.46548456E+03  2.46631989E+03  2.46576291E+03  0.00000000E+00  0.00000000E+00  2.20337176E+04
 1.623225E+01  2.46709886E+03  2.46807381E+03  2.46751655E+03  0.00000000E+00  0.00000000E+00  2.20518773E+04
 1.621891E+01  2.46884871E+03  2.46968471E+03  2.46926660E+03  0.00000000E+00  0.00000000E+00  2.20700081E+04
 1.620558E+01  2.47060143E+03  2.47143783E+03  2.47088013E+03  0.00000000E+00  0.00000000E+00  2.20881678E+04
 1.619229E+01  2.06029216E+03  2.47318736E+03  2.06052453E+03  0.00000000E+00  0.00000000E+00  2.21062986E+04
 1.617900E+01  2.06163594E+03  2.47480016E+03  2.06198463E+03  0.00000000E+00  0.00000000E+00  2.21244583E+04
 1.616573E+01  2.06309558E+03  2.06379347E+03  2.06344443E+03  0.00000000E+00  0.00000000E+00  2.21426180E+04
 1.615250E+01  2.06455222E+03  2.06525045E+03  2.06478488E+03  0.00000000E+00  0.00000000E+00  2.21607488E+04
 1.613928E+01  2.06589488E+03  2.06659333E+03  2.06624402E+03  0.00000000E+00  0.00000000E+00  2.21789085E+04
 1.612607E+01  2.06735355E+03  2.06805234E+03  2.06770286E+03  0.00000000E+00  0.00000000E+00  2.21970682E+04
 1.611291E+01  2.06880923E+03  2.06950835E+03  2.06904219E+03  0.00000000E+00  0.00000000E+00  2.22151990E+04
 1.609975E+01  2.07026729E+03  2.07096675E+03  2.07050037E+03  0.00000000E+00  0.00000000E+00  2.22333587E+04
 1.608661E+01  2.07160849E+03  2.07230817E+03  2.07195824E+03  0.00000000E+00  0.00000000E+00  2.22515184E+04
 1.607352E+01  2.07306321E+03  2.07376322E+03  2.07341313E+03  0.00000000E+00  0.00000000E+00  2.22696493E+04
 1.606042E+01  2.07452032E+03  2.07522065E+03  2.07487040E+03  0.00000000E+00  0.00000000E+00  2.22878090E+04
 1.604734E+01  2.07597712E+03  2.07667779E+03  2.07621060E+03  0.00000000E+00  0.00000000E+00  2.23059687E+04
 1.603431E+01  2.07743093E+03  2.07801505E+03  2.07766452E+03  0.00000000E+00  0.00000000E+00  2.23240995E+04
 1.602128E+01  2.07877031E+03  2.07947153E+03  2.07912083E+03  0.00000000E+00  0.00000000E+00  2.23422592E+04
 1.600827E+01  2.08022615E+03  2.08092771E+03  2.08057684E+03  0.00000000E+00  0.00000000E+00  2.23604189E+04
 1.599530E+01  2.08167901E+03  2.08238090E+03  2.08202987E+03  0.00000000E+00  0.00000000E+00  2.23785497E+04
 1.598233E+01  2.08313425E+03  2.08383647E+03  2.08336825E+03  0.00000000E+00  0.00000000E+00  2.23967094E+04
 1.596938E+01  2.08458919E+03  2.08517461E+03  2.08482330E+03  0.00000000E+00  0.00000000E+00  2.24148691E+04
 1.595647E+01  2.08592407E+03  2.08662684E+03  2.08627537E+03  0.00000000E+00  0.00000000E+00  2.24329999E+04
 1.594357E+01  2.08737836E+03  2.08808146E+03  2.08772982E+03  0.00000000E+00  0.00000000E+00  2.24511596E+04
 1.593068E+01  2.08883235E+03  2.08953577E+03  2.08918397E+03  0.00000000E+00  0.00000000E+00  2.24693193E+04
 1.591784E+01  2.09028335E+03  2.09098711E+03  2.09063514E+03  0.00000000E+00  0.00000000E+00  2.24874501E+04
 1.590499E+01  2.09173673E+03  2.09244082E+03  2.09197135E+03  0.00000000E+00  0.00000000E+00  2.25056098E+04
 1.589217E+01  2.09318982E+03  2.09377679E+03  2.09342455E+03  0.00000000E+00  0.00000000E+00  2.25237695E+04
 1.587939E+01  2.09463992E+03  2.09522717E+03  2.09487476E+03  0.00000000E+00  0.00000000E+00  2.25419004E+04
 1.586661E+01  2.09609241E+03  2.09667993E+03  2.09632736E+03  0.00000000E+00  0.00000000E+00  2.25600601E+04
 1.585386E+01  2.09742442E+03  2.09812971E+03  2.09777698E+03  0.00000000E+00  0.00000000E+00  2.25781909E+04
 1.584112E+01  2.09887626E+03  2.09958188E+03  2.09922898E+03  0.00000000E+00  0.00000000E+00  2.25963506E+04
 1.582840E+01  2.10032779E+03  2.10103374E+03  2.10068068E+03  0.00000000E+00  0.00000000E+00  2.26145103E+04
 1.581572E+01  2.10177635E+03  2.10248263E+03  2.10212940E+03  0.00000000E+00  0.00000000E+00  2.26326411E+04
 1.580304E+01  2.10322729E+03  2.10393390E+03  2.10358050E+03  0.00000000E+00  0.00000000E+00  2.26508008E+04
 1.579038E+01  2.10467793E+03  2.10538487E+03  2.10503131E+03  0.00000000E+00  0.00000000E+00  2.26689605E+04
 1.577776E+01  2.10612559E+03  2.10671493E+03  2.10636127E+03  0.00000000E+00  0.00000000E+00  2.26870913E+04
 1.576514E+01  2.10757564E+03  2.10816525E+03  2.10781142E+03  0.00000000E+00  0.00000000E+00  2.27052510E+04
 1.575255E+01  2.10902538E+03  2.10961527E+03  2.10926128E+03  0.00000000E+00  0.00000000E+00  2.27234107E+04
 1.573999E+01  2.11047215E+03  2.11106231E+03  2.11070816E+03  0.00000000E+00  0.00000000E+00  2.27415415E+04
 1.572743E+01  2.11192130E+03  2.11251174E+03  2.11215742E+03  0.00000000E+00  0.00000000E+00  2.27597012E+04
 1.571489E+01  2.11337016E+03  2.11396086E+03  2.11360638E+03  0.00000000E+00  0.00000000E+00  2.74727484E+04
 1.570239E+01  2.11481604E+03  2.11540701E+03  2.11505237E+03  0.00000000E+00  0.00000000E+00  2.74946163E+04
 1.568989E+01  2.11626430E+03  2.11685555E+03  2.11650074E+03  0.00000000E+00  0.00000000E+00  2.75165190E+04
 1.567741E+01  2.11771226E+03  2.11830378E+03  2.11794881E+03  0.00000000E+00  0.00000000E+00  2.75384217E+04
 1.566497E+01  2.11915725E+03  2.11974904E+03  2.11939390E+03  0.00000000E+00  0.00000000E+00  2.75602895E+04
 1.565253E+01  2.12060462E+03  2.12119668E+03  2.12084138E+03  0.00000000E+00  0.00000000E+00  2.75821923E+04
 1.564011E+01  2.12205169E+03  2.12264403E+03  2.12228856E+03  0.00000000E+00  0.00000000E+00  2.76040950E+04
 1.562773E+01  2.12349579E+03  2.12408840E+03  2.12373277E+03  0.00000000E+00  0.00000000E+00  2.76259628E+04
 1.561535E+01  2.12494227E+03  2.12553515E+03  2.12517936E+03  0.00000000E+00  0.00000000E+00  2.76478656E+04
 1.560299E+01  2.12638845E+03  2.12698160E+03  2.12662565E+03  0.00000000E+00  0.00000000E+00  2.76697683E+04
 1.559067E+01  2.12783166E+03  2.12842508E+03  2.12806897E+03  0.00000000E+00  0.00000000E+00  2.76916361E+04
 1.557835E+01  2.12927725E+03  2.12987095E+03  2.12951467E+03  0.00000000E+00  0.00000000E+00  2.77135388E+04
