 #Energy          XX(cm^-1)       YY(cm^-1)      ZZ(cm^-1)       XY(cm^-1)       YZ(cm^-1)       XZ(cm^-1)
 4.024938E+01  5.45937048E+05  6.30747684E+05  5.56171983E+05  0.00000000E+00  0.00000000E+00  4.45674122E+05
 4.016736E+01  5.36020458E+05  6.20442995E+05  5.47884770E+05  0.00000000E+00  0.00000000E+00  4.26647940E+05
 4.008580E+01  5.27600731E+05  6.11195039E+05  5.40030234E+05  0.00000000E+00  0.00000000E+00  4.04948031E+05
 4.000445E+01  5.19028510E+05  6.01564892E+05  5.31405240E+05  0.00000000E+00  0.00000000E+00  3.87688094E+05
 3.992342E+01  5.09110715E+05  5.90453050E+05  5.22044681E+05  0.00000000E+00  0.00000000E+00  3.80330436E+05
 3.984286E+01  4.98080004E+05  5.78264643E+05  5.12166851E+05  0.00000000E+00  0.00000000E+00  3.81153150E+05
 3.976248E+01  4.86629630E+05  5.65605538E+05  5.01887350E+05  0.00000000E+00  0.00000000E+00  3.80740652E+05
 3.968243E+01  4.76289533E+05  5.54215569E+05  4.91102486E+05  0.00000000E+00  0.00000000E+00  3.81768346E+05
 3.960283E+01  4.67463112E+05  5.45603902E+05  4.80214134E+05  0.00000000E+00  0.00000000E+00  3.87815249E+05
 3.952342E+01  4.59426746E+05  5.39783889E+05  4.69143049E+05  0.00000000E+00  0.00000000E+00  3.89620531E+05
 3.944433E+01  4.52216191E+05  5.34122798E+05  4.58797422E+05  0.00000000E+00  0.00000000E+00  3.83684091E+05
 3.936568E+01  4.46128371E+05  5.26777923E+05  4.50747387E+05  0.00000000E+00  0.00000000E+00  3.73678951E+05
 3.928722E+01  4.40132857E+05  5.17395834E+05  4.43479274E+05  0.00000000E+00  0.00000000E+00  3.63464413E+05
 3.920907E+01  4.33201675E+05  5.06588253E+05  4.36134340E+05  0.00000000E+00  0.00000000E+00  3.58968095E+05
 3.913136E+01  4.25297904E+05  4.94366088E+05  4.28799678E+05  0.00000000E+00  0.00000000E+00  3.64649943E+05
 3.905383E+01  4.16835480E+05  4.81354891E+05  4.22140501E+05  0.00000000E+00  0.00000000E+00  3.72579204E+05
 3.897673E+01  4.08524978E+05  4.66495882E+05  4.16052804E+05  0.00000000E+00  0.00000000E+00  3.77100330E+05
 3.889981E+01  4.00702258E+05  4.50529922E+05  4.10452440E+05  0.00000000E+00  0.00000000E+00  3.76084202E+05
 3.882319E+01  3.94148418E+05  4.36233885E+05  4.05372973E+05  0.00000000E+00  0.00000000E+00  3.72562269E+05
 3.874700E+01  3.89186331E+05  4.24181379E+05  4.01100692E+05  0.00000000E+00  0.00000000E+00  3.72070508E+05
 3.867098E+01  3.85581459E+05  4.12719257E+05  3.96936540E+05  0.00000000E+00  0.00000000E+00  3.77103350E+05
 3.859526E+01  3.82407082E+05  4.00847014E+05  3.93164578E+05  0.00000000E+00  0.00000000E+00  3.81666517E+05
 3.851996E+01  3.78897615E+05  3.89589615E+05  3.89122219E+05  0.00000000E+00  0.00000000E+00  3.80610825E+05
 3.844483E+01  3.75885114E+05  3.78319701E+05  3.84187998E+05  0.00000000E+00  0.00000000E+00  3.71261450E+05
 3.836999E+01  3.72350583E+05  3.67654733E+05  3.77025273E+05  0.00000000E+00  0.00000000E+00  3.58791973E+05
 3.829557E+01  3.68375863E+05  3.57763591E+05  3.68210595E+05  0.00000000E+00  0.00000000E+00  3.50574789E+05
 3.822131E+01  3.64118113E+05  3.50076232E+05  3.59952340E+05  0.00000000E+00  0.00000000E+00  3.51795756E+05
 3.814734E+01  3.60043199E+05  3.44671145E+05  3.53391299E+05  0.00000000E+00  0.00000000E+00  3.57483708E+05
 3.807377E+01  3.55937590E+05  3.41671882E+05  3.47286538E+05  0.00000000E+00  0.00000000E+00  3.62799863E+05
 3.800037E+01  3.52144067E+05  3.40845929E+05  3.41735429E+05  0.00000000E+00  0.00000000E+00  3.67729085E+05
 3.792725E+01  3.49364603E+05  3.41555569E+05  3.37384708E+05  0.00000000E+00  0.00000000E+00  3.68140799E+05
 3.785453E+01  3.47225779E+05  3.43742834E+05  3.34925121E+05  0.00000000E+00  0.00000000E+00  3.67185667E+05
 3.778197E+01  3.45610347E+05  3.47044141E+05  3.33728654E+05  0.00000000E+00  0.00000000E+00  3.63212774E+05
 3.770969E+01  3.45935491E+05  3.51138565E+05  3.35232002E+05  0.00000000E+00  0.00000000E+00  3.59312575E+05
 3.763780E+01  3.49814521E+05  3.55616665E+05  3.39952481E+05  0.00000000E+00  0.00000000E+00  3.55500169E+05
 3.756607E+01  3.57158652E+05  3.60634902E+05  3.48246500E+05  0.00000000E+00  0.00000000E+00  3.51651884E+05
 3.749461E+01  3.68151939E+05  3.66405612E+05  3.59589241E+05  0.00000000E+00  0.00000000E+00  3.46578196E+05
 3.742354E+01  3.82091400E+05  3.74274710E+05  3.74087214E+05  0.00000000E+00  0.00000000E+00  3.44084016E+05
 3.735262E+01  3.98623635E+05  3.84524137E+05  3.90675982E+05  0.00000000E+00  0.00000000E+00  3.48191341E+05
 3.728209E+01  4.15216039E+05  3.95176806E+05  4.06078553E+05  0.00000000E+00  0.00000000E+00  3.69244934E+05
 3.721171E+01  4.27030861E+05  4.02398928E+05  4.16060474E+05  0.00000000E+00  0.00000000E+00  4.00912865E+05
 3.714159E+01  4.31202636E+05  4.02721629E+05  4.19211010E+05  0.00000000E+00  0.00000000E+00  4.37474214E+05
 3.707185E+01  4.29351510E+05  3.96069298E+05  4.15525227E+05  0.00000000E+00  0.00000000E+00  4.69102067E+05
 3.700225E+01  4.23504234E+05  3.86054367E+05  4.06719526E+05  0.00000000E+00  0.00000000E+00  4.94025724E+05
 3.693292E+01  4.15920544E+05  3.76268391E+05  3.94658640E+05  0.00000000E+00  0.00000000E+00  5.09743514E+05
 3.686396E+01  4.08197088E+05  3.70598076E+05  3.82979412E+05  0.00000000E+00  0.00000000E+00  5.15912850E+05
 3.679515E+01  4.02286276E+05  3.69761427E+05  3.74530823E+05  0.00000000E+00  0.00000000E+00  5.16949744E+05
 3.672659E+01  3.98278374E+05  3.72917236E+05  3.69539168E+05  0.00000000E+00  0.00000000E+00  5.14499778E+05
 3.665840E+01  3.94571300E+05  3.77332781E+05  3.66011172E+05  0.00000000E+00  0.00000000E+00  5.10756622E+05
 3.659035E+01  3.90647788E+05  3.79491588E+05  3.62846717E+05  0.00000000E+00  0.00000000E+00  5.05870176E+05
 3.652255E+01  3.86628345E+05  3.77924589E+05  3.59259428E+05  0.00000000E+00  0.00000000E+00  4.98533216E+05
 3.645511E+01  3.83639698E+05  3.72445340E+05  3.55619055E+05  0.00000000E+00  0.00000000E+00  4.88021341E+05
 3.638781E+01  3.81710822E+05  3.65288488E+05  3.53022749E+05  0.00000000E+00  0.00000000E+00  4.74410597E+05
 3.632076E+01  3.78549359E+05  3.58144519E+05  3.51074127E+05  0.00000000E+00  0.00000000E+00  4.55980392E+05
 3.625407E+01  3.72223815E+05  3.50508640E+05  3.47712839E+05  0.00000000E+00  0.00000000E+00  4.33483121E+05
 3.618751E+01  3.62559001E+05  3.40839799E+05  3.42750666E+05  0.00000000E+00  0.00000000E+00  4.13631256E+05
 3.612119E+01  3.51222779E+05  3.28637254E+05  3.37153954E+05  0.00000000E+00  0.00000000E+00  4.00924827E+05
 3.605523E+01  3.41542138E+05  3.15631027E+05  3.32026308E+05  0.00000000E+00  0.00000000E+00  3.90597583E+05
 3.598940E+01  3.36093959E+05  3.05574107E+05  3.29108875E+05  0.00000000E+00  0.00000000E+00  3.76946633E+05
 3.592381E+01  3.35983941E+05  3.00366924E+05  3.28718778E+05  0.00000000E+00  0.00000000E+00  3.54139342E+05
 3.585856E+01  3.38678116E+05  2.98747419E+05  3.28602611E+05  0.00000000E+00  0.00000000E+00  3.27052145E+05
 3.579344E+01  3.41002358E+05  2.98151828E+05  3.27596297E+05  0.00000000E+00  0.00000000E+00  2.99567518E+05
 3.572856E+01  3.40789090E+05  2.96723379E+05  3.24106394E+05  0.00000000E+00  0.00000000E+00  2.68711571E+05
 3.566402E+01  3.37326919E+05  2.92737503E+05  3.18312862E+05  0.00000000E+00  0.00000000E+00  2.29357028E+05
 3.559961E+01  3.31882915E+05  2.86865230E+05  3.11745971E+05  0.00000000E+00  0.00000000E+00  1.85447708E+05
 3.553553E+01  3.26528854E+05  2.81260689E+05  3.06626563E+05  0.00000000E+00  0.00000000E+00  1.40117524E+05
 3.547159E+01  3.23320314E+05  2.76721636E+05  3.04630771E+05  0.00000000E+00  0.00000000E+00  9.61782298E+04
 3.540787E+01  3.22678797E+05  2.72893696E+05  3.05794320E+05  0.00000000E+00  0.00000000E+00  5.54440284E+04
 3.534448E+01  3.24517572E+05  2.69137135E+05  3.08070039E+05  0.00000000E+00  0.00000000E+00  2.44319187E+04
 3.528122E+01  3.28167521E+05  2.64834754E+05  3.09552896E+05  0.00000000E+00  0.00000000E+00  1.95474192E+03
 3.521818E+01  3.31463815E+05  2.58789058E+05  3.09430731E+05  0.00000000E+00  0.00000000E+00  1.78133612E+04
 3.515547E+01  3.33090907E+05  2.50885657E+05  3.08014418E+05  0.00000000E+00  0.00000000E+00  4.08764036E+04
 3.509288E+01  3.32503993E+05  2.42795173E+05  3.05369449E+05  0.00000000E+00  0.00000000E+00  7.20972076E+04
 3.503051E+01  3.28698189E+05  2.35246172E+05  3.00705055E+05  0.00000000E+00  0.00000000E+00  1.11175632E+05
 3.496847E+01  3.21449813E+05  2.28518578E+05  2.94789218E+05  0.00000000E+00  0.00000000E+00  1.50631243E+05
 3.490654E+01  3.12483546E+05  2.23050612E+05  2.89040669E+05  0.00000000E+00  0.00000000E+00  1.84109664E+05
 3.484483E+01  3.04863099E+05  2.19566729E+05  2.84885784E+05  0.00000000E+00  0.00000000E+00  2.06458000E+05
 3.478344E+01  3.00100801E+05  2.17065019E+05  2.82440605E+05  0.00000000E+00  0.00000000E+00  2.23554040E+05
 3.472217E+01  2.97550155E+05  2.13520814E+05  2.80509193E+05  0.00000000E+00  0.00000000E+00  2.33996614E+05
 3.466111E+01  2.95288845E+05  2.09279961E+05  2.77496243E+05  0.00000000E+00  0.00000000E+00  2.34408807E+05
 3.460037E+01  2.92768657E+05  2.05151716E+05  2.74329552E+05  0.00000000E+00  0.00000000E+00  2.40966873E+05
 3.453974E+01  2.90509835E+05  2.02212623E+05  2.72470434E+05  0.00000000E+00  0.00000000E+00  2.61031684E+05
 3.447932E+01  2.90639735E+05  2.01546054E+05  2.73223157E+05  0.00000000E+00  0.00000000E+00  2.91568884E+05
 3.441921E+01  2.94132744E+05  2.04053392E+05  2.77785668E+05  0.00000000E+00  0.00000000E+00  3.31628408E+05
 3.435921E+01  3.00926481E+05  2.09566788E+05  2.85213889E+05  0.00000000E+00  0.00000000E+00  3.74138778E+05
 3.429943E+01  3.09433176E+05  2.16865323E+05  2.93703794E+05  0.00000000E+00  0.00000000E+00  4.14298784E+05
 3.423994E+01  3.17556657E+05  2.25298983E+05  3.01759541E+05  0.00000000E+00  0.00000000E+00  4.48805036E+05
 3.418057E+01  3.24503856E+05  2.34245669E+05  3.08827372E+05  0.00000000E+00  0.00000000E+00  4.80651409E+05
 3.412140E+01  3.31172121E+05  2.42850675E+05  3.16319229E+05  0.00000000E+00  0.00000000E+00  5.08712397E+05
 3.406253E+01  3.39513171E+05  2.51301405E+05  3.24749407E+05  0.00000000E+00  0.00000000E+00  5.34772061E+05
 3.400377E+01  3.49746795E+05  2.59333787E+05  3.32723443E+05  0.00000000E+00  0.00000000E+00  5.57007049E+05
 3.394530E+01  3.59281133E+05  2.67173959E+05  3.39524413E+05  0.00000000E+00  0.00000000E+00  5.73798102E+05
 3.388694E+01  3.66709165E+05  2.75223469E+05  3.45668278E+05  0.00000000E+00  0.00000000E+00  5.86204051E+05
 3.382879E+01  3.71820478E+05  2.83635766E+05  3.51564920E+05  0.00000000E+00  0.00000000E+00  5.94459040E+05
 3.377092E+01  3.76287344E+05  2.93715959E+05  3.58610848E+05  0.00000000E+00  0.00000000E+00  5.96917615E+05
 3.371316E+01  3.81912244E+05  3.05555299E+05  3.67808074E+05  0.00000000E+00  0.00000000E+00  5.96844232E+05
 3.365560E+01  3.89669653E+05  3.17816795E+05  3.78338416E+05  0.00000000E+00  0.00000000E+00  5.95211337E+05
 3.359832E+01  3.99270090E+05  3.29784591E+05  3.88938397E+05  0.00000000E+00  0.00000000E+00  5.87561619E+05
 3.354115E+01  4.10725732E+05  3.42564385E+05  3.99192188E+05  0.00000000E+00  0.00000000E+00  5.73574000E+05
 3.348417E+01  4.22405757E+05  3.55665410E+05  4.08958466E+05  0.00000000E+00  0.00000000E+00  5.52108097E+05
 3.342748E+01  4.31191033E+05  3.67121816E+05  4.17267107E+05  0.00000000E+00  0.00000000E+00  5.25058834E+05
 3.337089E+01  4.33906670E+05  3.74956815E+05  4.21572036E+05  0.00000000E+00  0.00000000E+00  4.88638452E+05
 3.331449E+01  4.31319612E+05  3.78016473E+05  4.21013824E+05  0.00000000E+00  0.00000000E+00  4.47712728E+05
 3.325837E+01  4.25553228E+05  3.77778039E+05  4.16207047E+05  0.00000000E+00  0.00000000E+00  4.13226217E+05
 3.320234E+01  4.17596642E+05  3.74537009E+05  4.07870727E+05  0.00000000E+00  0.00000000E+00  3.89829015E+05
 3.314651E+01  4.05961866E+05  3.68766591E+05  3.96175253E+05  0.00000000E+00  0.00000000E+00  3.84003986E+05
 3.309095E+01  3.92940719E+05  3.62922621E+05  3.83802580E+05  0.00000000E+00  0.00000000E+00  3.87896644E+05
 3.303549E+01  3.81539138E+05  3.58798853E+05  3.72870605E+05  0.00000000E+00  0.00000000E+00  3.89817705E+05
 3.298022E+01  3.72048896E+05  3.57773871E+05  3.64601793E+05  0.00000000E+00  0.00000000E+00  3.84112542E+05
 3.292522E+01  3.65063475E+05  3.60914201E+05  3.59931196E+05  0.00000000E+00  0.00000000E+00  3.65381081E+05
 3.287031E+01  3.63350991E+05  3.67540768E+05  3.60436374E+05  0.00000000E+00  0.00000000E+00  3.30712578E+05
 3.281559E+01  3.66656041E+05  3.76526233E+05  3.64451745E+05  0.00000000E+00  0.00000000E+00  2.85735136E+05
 3.276114E+01  3.71367927E+05  3.86629572E+05  3.69267069E+05  0.00000000E+00  0.00000000E+00  2.41163800E+05
 3.270678E+01  3.74225003E+05  3.96390571E+05  3.72831837E+05  0.00000000E+00  0.00000000E+00  2.12203109E+05
 3.265268E+01  3.75489949E+05  4.05496801E+05  3.74821709E+05  0.00000000E+00  0.00000000E+00  1.99991185E+05
 3.259868E+01  3.74637522E+05  4.13959284E+05  3.75264908E+05  0.00000000E+00  0.00000000E+00  1.77695503E+05
 3.254486E+01  3.71588437E+05  4.21366696E+05  3.75473711E+05  0.00000000E+00  0.00000000E+00  1.30775523E+05
 3.249130E+01  3.66535126E+05  4.26180241E+05  3.74576706E+05  0.00000000E+00  0.00000000E+00  5.96457843E+04
 3.243783E+01  3.61851951E+05  4.28477315E+05  3.72908252E+05  0.00000000E+00  0.00000000E+00  2.30806436E+04
 3.238453E+01  3.58691326E+05  4.30104589E+05  3.71462098E+05  0.00000000E+00  0.00000000E+00  1.05032077E+05
 3.233150E+01  3.57639858E+05  4.32394273E+05  3.71600851E+05  0.00000000E+00  0.00000000E+00  1.67303386E+05
 3.227856E+01  3.58589747E+05  4.36819519E+05  3.73881153E+05  0.00000000E+00  0.00000000E+00  2.09928975E+05
 3.222578E+01  3.61149890E+05  4.44609283E+05  3.77541320E+05  0.00000000E+00  0.00000000E+00  2.39114120E+05
 3.217327E+01  3.63906967E+05  4.53097575E+05  3.82225057E+05  0.00000000E+00  0.00000000E+00  2.54943467E+05
 3.212084E+01  3.66348210E+05  4.58933192E+05  3.86647305E+05  0.00000000E+00  0.00000000E+00  2.67943353E+05
 3.206858E+01  3.67099941E+05  4.62543110E+05  3.89873015E+05  0.00000000E+00  0.00000000E+00  2.85550958E+05
 3.201658E+01  3.67504494E+05  4.65704769E+05  3.93008619E+05  0.00000000E+00  0.00000000E+00  3.03595754E+05
 3.196466E+01  3.69919263E+05  4.71390869E+05  3.97651835E+05  0.00000000E+00  0.00000000E+00  3.18021163E+05
 3.191291E+01  3.75079576E+05  4.79340300E+05  4.04039278E+05  0.00000000E+00  0.00000000E+00  3.32251796E+05
 3.186140E+01  3.81953960E+05  4.87441288E+05  4.10468340E+05  0.00000000E+00  0.00000000E+00  3.49923135E+05
 3.180999E+01  3.87037402E+05  4.93588533E+05  4.13770747E+05  0.00000000E+00  0.00000000E+00  3.57788165E+05
 3.175873E+01  3.86489714E+05  4.95052857E+05  4.10881873E+05  0.00000000E+00  0.00000000E+00  3.45071450E+05
 3.170773E+01  3.77557707E+05  4.89340834E+05  4.00099171E+05  0.00000000E+00  0.00000000E+00  3.01586856E+05
 3.165680E+01  3.61974428E+05  4.78032031E+05  3.84799154E+05  0.00000000E+00  0.00000000E+00  2.34495113E+05
 3.160604E+01  3.45736098E+05  4.62480176E+05  3.69585421E+05  0.00000000E+00  0.00000000E+00  1.52227024E+05
 3.155553E+01  3.33983828E+05  4.44604930E+05  3.57618927E+05  0.00000000E+00  0.00000000E+00  5.04599183E+04
 3.150509E+01  3.26948768E+05  4.26857398E+05  3.49612189E+05  0.00000000E+00  0.00000000E+00  7.57825215E+04
 3.145482E+01  3.23286242E+05  4.10870814E+05  3.44003618E+05  0.00000000E+00  0.00000000E+00  1.24036063E+05
 3.140478E+01  3.20639403E+05  3.96601920E+05  3.40156078E+05  0.00000000E+00  0.00000000E+00  1.43963680E+05
 3.135483E+01  3.17225756E+05  3.83888416E+05  3.37225747E+05  0.00000000E+00  0.00000000E+00  1.16214496E+05
 3.130511E+01  3.12846132E+05  3.73233901E+05  3.33833044E+05  0.00000000E+00  0.00000000E+00  4.75830363E+04
 3.125547E+01  3.08085963E+05  3.65151107E+05  3.30989859E+05  0.00000000E+00  0.00000000E+00  3.44947531E+04
 3.120599E+01  3.04594925E+05  3.58886170E+05  3.29063757E+05  0.00000000E+00  0.00000000E+00  4.93193806E+04
 3.115674E+01  3.03958598E+05  3.52993020E+05  3.28719312E+05  0.00000000E+00  0.00000000E+00  7.57745709E+04
 3.110757E+01  3.07270939E+05  3.49111930E+05  3.31203285E+05  0.00000000E+00  0.00000000E+00  1.04259499E+05
 3.105855E+01  3.14420872E+05  3.48649942E+05  3.37479441E+05  0.00000000E+00  0.00000000E+00  1.34996221E+05
 3.100977E+01  3.24453210E+05  3.52181425E+05  3.45966206E+05  0.00000000E+00  0.00000000E+00  1.68266802E+05
 3.096106E+01  3.35926669E+05  3.57425943E+05  3.55650315E+05  0.00000000E+00  0.00000000E+00  2.04744552E+05
 3.091251E+01  3.46883240E+05  3.62792214E+05  3.64763095E+05  0.00000000E+00  0.00000000E+00  2.45261473E+05
 3.086418E+01  3.57189911E+05  3.68739095E+05  3.73591766E+05  0.00000000E+00  0.00000000E+00  2.92231954E+05
 3.081593E+01  3.67871360E+05  3.76986596E+05  3.83559175E+05  0.00000000E+00  0.00000000E+00  3.46655261E+05
 3.076783E+01  3.79582755E+05  3.88339969E+05  3.94936111E+05  0.00000000E+00  0.00000000E+00  4.01896371E+05
 3.071995E+01  3.91800995E+05  4.01965763E+05  4.07117697E+05  0.00000000E+00  0.00000000E+00  4.53177894E+05
 3.067215E+01  4.03466858E+05  4.14993143E+05  4.19715516E+05  0.00000000E+00  0.00000000E+00  4.98947292E+05
 3.062450E+01  4.13438677E+05  4.25093064E+05  4.32622839E+05  0.00000000E+00  0.00000000E+00  5.52005259E+05
 3.057707E+01  4.22825663E+05  4.32139955E+05  4.46577430E+05  0.00000000E+00  0.00000000E+00  6.13753088E+05
 3.052971E+01  4.31647798E+05  4.36277030E+05  4.62011643E+05  0.00000000E+00  0.00000000E+00  6.82003273E+05
 3.048249E+01  4.40114435E+05  4.35609551E+05  4.79460417E+05  0.00000000E+00  0.00000000E+00  7.55374602E+05
 3.043550E+01  4.50314586E+05  4.31712214E+05  5.00641728E+05  0.00000000E+00  0.00000000E+00  8.36684157E+05
 3.038858E+01  4.65658525E+05  4.26890951E+05  5.28747283E+05  0.00000000E+00  0.00000000E+00  9.26118889E+05
 3.034180E+01  4.90876293E+05  4.23399876E+05  5.65609956E+05  0.00000000E+00  0.00000000E+00  1.01751391E+06
 3.029524E+01  5.26615524E+05  4.21778655E+05  6.06799463E+05  0.00000000E+00  0.00000000E+00  1.10113489E+06
 3.024875E+01  5.64777619E+05  4.21987063E+05  6.39642415E+05  0.00000000E+00  0.00000000E+00  1.16782845E+06
 3.020248E+01  5.93690850E+05  4.22538689E+05  6.60211265E+05  0.00000000E+00  0.00000000E+00  1.21686236E+06
 3.015627E+01  6.08766881E+05  4.22488714E+05  6.71548379E+05  0.00000000E+00  0.00000000E+00  1.24940232E+06
 3.011021E+01  6.16470705E+05  4.21905671E+05  6.76740072E+05  0.00000000E+00  0.00000000E+00  1.27367524E+06
 3.006435E+01  6.29578924E+05  4.21237345E+05  6.84697008E+05  0.00000000E+00  0.00000000E+00  1.30862451E+06
 3.001857E+01  6.53213982E+05  4.21984665E+05  6.99209310E+05  0.00000000E+00  0.00000000E+00  1.35914825E+06
 2.997292E+01  6.85160407E+05  4.27214617E+05  7.20826964E+05  0.00000000E+00  0.00000000E+00  1.41379917E+06
 2.992749E+01  7.27304563E+05  4.42291086E+05  7.53753765E+05  0.00000000E+00  0.00000000E+00  1.46064798E+06
 2.988212E+01  7.85851809E+05  4.71180332E+05  8.04004021E+05  0.00000000E+00  0.00000000E+00  1.49377215E+06
 2.983688E+01  8.61188489E+05  5.16640419E+05  8.71208135E+05  0.00000000E+00  0.00000000E+00  1.50525550E+06
 2.979186E+01  9.47898521E+05  5.82806733E+05  9.43921765E+05  0.00000000E+00  0.00000000E+00  1.47446747E+06
 2.974690E+01  1.02457068E+06  6.74761113E+05  9.98927153E+05  0.00000000E+00  0.00000000E+00  1.36910298E+06
 2.970208E+01  1.06015446E+06  7.93134120E+05  1.01544272E+06  0.00000000E+00  0.00000000E+00  1.20193552E+06
 2.965746E+01  1.06031477E+06  9.25949039E+05  1.00340364E+06  0.00000000E+00  0.00000000E+00  1.02876974E+06
 2.961290E+01  1.05081794E+06  1.03904871E+06  9.88559067E+05  0.00000000E+00  0.00000000E+00  8.82697678E+05
 2.956848E+01  1.05228345E+06  1.09370037E+06  9.88994147E+05  0.00000000E+00  0.00000000E+00  7.66898464E+05
 2.952426E+01  1.06675680E+06  1.08975779E+06  9.94896679E+05  0.00000000E+00  0.00000000E+00  6.52485908E+05
 2.948011E+01  1.08729469E+06  1.05798775E+06  9.99945639E+05  0.00000000E+00  0.00000000E+00  5.23631659E+05
 2.943608E+01  1.12225765E+06  1.03164086E+06  1.02152292E+06  0.00000000E+00  0.00000000E+00  3.95577619E+05
 2.939226E+01  1.18168536E+06  1.02371559E+06  1.06682404E+06  0.00000000E+00  0.00000000E+00  2.52354542E+05
 2.934850E+01  1.26229012E+06  1.02993259E+06  1.13076323E+06  0.00000000E+00  0.00000000E+00  6.70398540E+04
 2.930486E+01  1.34487480E+06  1.05685942E+06  1.20953823E+06  0.00000000E+00  0.00000000E+00  1.34265379E+05
 2.926143E+01  1.39588514E+06  1.11850590E+06  1.27925394E+06  0.00000000E+00  0.00000000E+00  2.83261500E+05
 2.921806E+01  1.39231998E+06  1.21479519E+06  1.31794805E+06  0.00000000E+00  0.00000000E+00  3.26137532E+05
 2.917481E+01  1.35656501E+06  1.32694931E+06  1.34243930E+06  0.00000000E+00  0.00000000E+00  3.30895007E+05
 2.913176E+01  1.32983515E+06  1.41313211E+06  1.37861705E+06  0.00000000E+00  0.00000000E+00  3.49697074E+05
 2.908877E+01  1.32608569E+06  1.43651013E+06  1.43600286E+06  0.00000000E+00  0.00000000E+00  3.62491069E+05
 2.904597E+01  1.34946460E+06  1.40871633E+06  1.50629010E+06  0.00000000E+00  0.00000000E+00  4.20398742E+05
 2.900324E+01  1.38772909E+06  1.37437451E+06  1.57388052E+06  0.00000000E+00  0.00000000E+00  4.34356652E+05
 2.896062E+01  1.41633593E+06  1.35588093E+06  1.63118854E+06  0.00000000E+00  0.00000000E+00  3.60802232E+05
 2.891820E+01  1.43086121E+06  1.35250090E+06  1.66695829E+06  0.00000000E+00  0.00000000E+00  2.25055656E+05
 2.887584E+01  1.43226430E+06  1.36744356E+06  1.67580303E+06  0.00000000E+00  0.00000000E+00  3.78753687E+04
 2.883360E+01  1.41375795E+06  1.40368440E+06  1.64901983E+06  0.00000000E+00  0.00000000E+00  1.79598940E+05
 2.879155E+01  1.37653549E+06  1.45047797E+06  1.59473976E+06  0.00000000E+00  0.00000000E+00  3.82080534E+05
 2.874956E+01  1.32935808E+06  1.48732908E+06  1.52668772E+06  0.00000000E+00  0.00000000E+00  5.53275485E+05
 2.870769E+01  1.27507489E+06  1.49664805E+06  1.45747586E+06  0.00000000E+00  0.00000000E+00  6.92103399E+05
 2.866600E+01  1.21658135E+06  1.47184877E+06  1.39295767E+06  0.00000000E+00  0.00000000E+00  7.83855043E+05
 2.862438E+01  1.16142214E+06  1.42248270E+06  1.32643169E+06  0.00000000E+00  0.00000000E+00  8.29400719E+05
 2.858287E+01  1.10990022E+06  1.36272093E+06  1.26029044E+06  0.00000000E+00  0.00000000E+00  8.39956986E+05
 2.854155E+01  1.06389274E+06  1.29702178E+06  1.20283576E+06  0.00000000E+00  0.00000000E+00  8.28234760E+05
 2.850028E+01  1.02978827E+06  1.22391069E+06  1.15334115E+06  0.00000000E+00  0.00000000E+00  8.18323024E+05
 2.845913E+01  1.00468961E+06  1.14949558E+06  1.10329281E+06  0.00000000E+00  0.00000000E+00  8.16605599E+05
 2.841817E+01  9.79843287E+05  1.08440082E+06  1.05102363E+06  0.00000000E+00  0.00000000E+00  8.20374585E+05
 2.837725E+01  9.54863472E+05  1.03294526E+06  9.98727194E+05  0.00000000E+00  0.00000000E+00  8.22574373E+05
 2.833646E+01  9.32500850E+05  9.93367513E+05  9.43855422E+05  0.00000000E+00  0.00000000E+00  8.22490610E+05
 2.829585E+01  9.09350452E+05  9.60010853E+05  8.87714901E+05  0.00000000E+00  0.00000000E+00  8.15189490E+05
 2.825529E+01  8.81595669E+05  9.28815150E+05  8.37114525E+05  0.00000000E+00  0.00000000E+00  7.95703754E+05
 2.821484E+01  8.50988118E+05  8.99902040E+05  7.96706988E+05  0.00000000E+00  0.00000000E+00  7.65309788E+05
 2.817458E+01  8.21864414E+05  8.73249970E+05  7.67321346E+05  0.00000000E+00  0.00000000E+00  7.30798919E+05
 2.813436E+01  7.97720385E+05  8.49890254E+05  7.48867048E+05  0.00000000E+00  0.00000000E+00  7.02991350E+05
 2.809433E+01  7.79565089E+05  8.32236203E+05  7.40225279E+05  0.00000000E+00  0.00000000E+00  6.79955511E+05
 2.805434E+01  7.68645213E+05  8.21675788E+05  7.38245273E+05  0.00000000E+00  0.00000000E+00  6.58533682E+05
 2.801447E+01  7.65055804E+05  8.17710624E+05  7.40868186E+05  0.00000000E+00  0.00000000E+00  6.32829992E+05
 2.797477E+01  7.70181283E+05  8.17293444E+05  7.50215981E+05  0.00000000E+00  0.00000000E+00  5.98954983E+05
 2.793513E+01  7.85143157E+05  8.19760029E+05  7.66462911E+05  0.00000000E+00  0.00000000E+00  5.51641224E+05
 2.789559E+01  8.08855554E+05  8.24231802E+05  7.88281276E+05  0.00000000E+00  0.00000000E+00  4.89835869E+05
 2.785623E+01  8.36868163E+05  8.27766192E+05  8.12637903E+05  0.00000000E+00  0.00000000E+00  4.14034631E+05
 2.781692E+01  8.66619416E+05  8.26299120E+05  8.40815054E+05  0.00000000E+00  0.00000000E+00  3.31694204E+05
 2.777772E+01  8.99228574E+05  8.21667063E+05  8.74628146E+05  0.00000000E+00  0.00000000E+00  2.32902627E+05
