 #Energy          XX              YY             ZZ              XY              YZ              XZ
 1.239842E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00             NaN             NaN  0.00000000E+00
 1.971132E+04  7.65994997E-05  8.26613940E-05  7.73253299E-05             NaN             NaN -1.31220861E-01
 9.863500E+03  1.53099204E-04  1.65202351E-04  1.54554035E-04             NaN             NaN -2.61325206E-01
 6.573923E+03  2.31582108E-04  2.49623109E-04  2.31576036E-04             NaN             NaN -3.89214560E-01
 4.929789E+03  3.07583416E-04  3.31574904E-04  3.08300278E-04             NaN             NaN -5.13885274E-01
 3.944772E+03  3.85351349E-04  4.15157940E-04  3.84632044E-04             NaN             NaN -6.34297065E-01
 3.286962E+03  4.64791893E-04  5.00251464E-04  4.62643144E-04             NaN             NaN -7.49606345E-01
 2.817182E+03  5.41430136E-04  5.84594523E-04  5.40039130E-04             NaN             NaN -8.59011489E-01
 2.465385E+03  6.21673760E-04  6.70167082E-04  6.18918044E-04             NaN             NaN -9.61740986E-01
 2.191308E+03  7.01057364E-04  7.54725930E-04  6.99103682E-04             NaN             NaN -1.05740032E+00
 1.972072E+03  7.81617144E-04  8.42310952E-04  7.78341748E-04             NaN             NaN -1.14546042E+00
 1.792975E+03  8.61089942E-04  9.28575936E-04  8.60788934E-04             NaN             NaN -1.22548558E+00
 1.643481E+03  9.43587943E-04  1.01748778E-03  9.42018229E-04             NaN             NaN -1.29722601E+00
 1.517183E+03  1.02679776E-03  1.10681430E-03  1.02402727E-03             NaN             NaN -1.36086905E+00
 1.408751E+03  1.11060141E-03  1.19841366E-03  1.10667370E-03             NaN             NaN -1.41611359E+00
 1.314785E+03  1.19482098E-03  1.28996477E-03  1.19188199E-03             NaN             NaN -1.46330363E+00
 1.232692E+03  1.28137280E-03  1.38331199E-03  1.27733401E-03             NaN             NaN -1.50211745E+00
 1.160140E+03  1.36789222E-03  1.48016212E-03  1.36494209E-03             NaN             NaN -1.53331277E+00
 1.095654E+03  1.45835835E-03  1.57627263E-03  1.45445700E-03             NaN             NaN -1.55696479E+00
 1.038046E+03  1.54834664E-03  1.67528051E-03  1.54358078E-03             NaN             NaN -1.57382427E+00
 9.861146E+02  1.64171942E-03  1.77682690E-03  1.63617684E-03             NaN             NaN -1.58323556E+00
 9.391319E+02  1.73809447E-03  1.88053871E-03  1.73191090E-03             NaN             NaN -1.58652587E+00
 8.964873E+02  1.83515998E-03  1.98784875E-03  1.82840570E-03             NaN             NaN -1.58372288E+00
 8.574880E+02  1.93454577E-03  2.09637681E-03  1.92730971E-03             NaN             NaN -1.57497663E+00
 8.217404E+02  2.03772710E-03  2.20940962E-03  2.02829809E-03             NaN             NaN -1.56152214E+00
 7.889042E+02  2.14423459E-03  2.32624906E-03  2.13277523E-03             NaN             NaN -1.54322412E+00
 7.585451E+02  2.25352287E-03  2.44629059E-03  2.24025714E-03             NaN             NaN -1.52046581E+00
 7.304359E+02  2.36692356E-03  2.57045959E-03  2.35203843E-03             NaN             NaN -1.49372334E+00
 7.043756E+02  2.48558333E-03  2.70138286E-03  2.46752293E-03             NaN             NaN -1.46341447E+00
 6.800735E+02  2.60859422E-03  2.83798120E-03  2.58769299E-03             NaN             NaN -1.43012224E+00
 6.573923E+02  2.73864517E-03  2.98079111E-03  2.71358793E-03             NaN             NaN -1.39442068E+00
 6.362079E+02  2.87636428E-03  3.13172954E-03  2.84596365E-03             NaN             NaN -1.35587120E+00
 6.163155E+02  3.02558528E-03  3.29231831E-03  2.98533657E-03             NaN             NaN -1.31519835E+00
 5.976294E+02  3.18623296E-03  3.46537875E-03  3.13539210E-03             NaN             NaN -1.27357045E+00
 5.800701E+02  3.36304149E-03  3.65306885E-03  3.29624692E-03             NaN             NaN -1.23031902E+00
 5.634877E+02  3.56654381E-03  3.86449585E-03  3.47230413E-03             NaN             NaN -1.18672672E+00
 5.478269E+02  3.79869532E-03  4.10332891E-03  3.67088791E-03             NaN             NaN -1.14344485E+00
 5.330361E+02  4.05225778E-03  4.36740119E-03  3.89074890E-03             NaN             NaN -1.10089729E+00
 5.190012E+02  4.30585520E-03  4.64501520E-03  4.12747415E-03             NaN             NaN -1.05980871E+00
 5.057070E+02  4.54876644E-03  4.92680951E-03  4.36736826E-03             NaN             NaN -1.01731709E+00
 4.930573E+02  4.78351508E-03  5.21828037E-03  4.60741173E-03             NaN             NaN -9.70795530E-01
 4.810250E+02  5.04806211E-03  5.53385188E-03  4.86611440E-03             NaN             NaN -9.22589352E-01
 4.695837E+02  5.37875133E-03  5.89735492E-03  5.16867252E-03             NaN             NaN -8.78117316E-01
 4.586571E+02  5.79292103E-03  6.33873889E-03  5.52212276E-03             NaN             NaN -8.36771283E-01
 4.482274E+02  6.31172656E-03  6.88159166E-03  5.92975366E-03             NaN             NaN -7.97105384E-01
 4.382770E+02  6.99058170E-03  7.56342886E-03  6.42197421E-03             NaN             NaN -7.63446156E-01
 4.287440E+02  7.89995447E-03  8.47314724E-03  7.06357680E-03             NaN             NaN -7.42530519E-01
 4.196169E+02  9.08691654E-03  9.72818230E-03  7.91762976E-03             NaN             NaN -7.39195579E-01
 4.108838E+02  1.05237187E-02  1.14275462E-02  8.98212097E-03             NaN             NaN -7.52923678E-01
 4.024938E+02  1.20959381E-02  1.34734606E-02  1.01904901E-02             NaN             NaN -7.71710134E-01
 3.944396E+02  1.37012532E-02  1.55430692E-02  1.15059012E-02             NaN             NaN -7.82423085E-01
 3.867134E+02  1.52323361E-02  1.74494514E-02  1.28724771E-02             NaN             NaN -7.77952023E-01
 3.792725E+02  1.64875359E-02  1.92469149E-02  1.41757612E-02             NaN             NaN -7.48012212E-01
 3.721126E+02  1.73690317E-02  2.07930384E-02  1.53111173E-02             NaN             NaN -6.83155066E-01
 3.652287E+02  1.81109281E-02  2.19215663E-02  1.63599702E-02             NaN             NaN -6.06033749E-01
 3.585845E+02  1.90389570E-02  2.29351861E-02  1.75618720E-02             NaN             NaN -5.47744009E-01
