 #Energy          XX              YY             ZZ              XY              YZ              XZ
 3.867134E+02  3.22756618E+00  3.36442465E+00  3.24001873E+00  0.00000000E+00  0.00000000E+00  3.96068627E-01
 3.792725E+02  3.24779580E+00  3.38639382E+00  3.27189569E+00  0.00000000E+00  0.00000000E+00  3.98699263E-01
 3.721126E+02  3.27222409E+00  3.40561420E+00  3.30566169E+00  0.00000000E+00  0.00000000E+00  4.01609655E-01
 3.652287E+02  3.30510403E+00  3.42965722E+00  3.34513810E+00  0.00000000E+00  0.00000000E+00  4.23451569E-01
 3.585845E+02  3.34496347E+00  3.46167629E+00  3.39069800E+00  0.00000000E+00  0.00000000E+00  4.76534248E-01
 3.521778E+02  3.38719814E+00  3.49673260E+00  3.43846157E+00  0.00000000E+00  0.00000000E+00  5.62007370E-01
 3.460056E+02  3.42641606E+00  3.53722363E+00  3.48269294E+00  0.00000000E+00  0.00000000E+00  6.70169049E-01
 3.400367E+02  3.46101743E+00  3.58732287E+00  3.52185427E+00  0.00000000E+00  0.00000000E+00  7.80570494E-01
 3.342703E+02  3.49063985E+00  3.64347954E+00  3.55610749E+00  0.00000000E+00  0.00000000E+00  8.81853191E-01
 3.287049E+02  3.51166855E+00  3.70014192E+00  3.58214324E+00  0.00000000E+00  0.00000000E+00  9.67295519E-01
 3.233133E+02  3.52128456E+00  3.74921351E+00  3.59368945E+00  0.00000000E+00  0.00000000E+00  1.03589135E+00
 3.181039E+02  3.51892545E+00  3.77837469E+00  3.58556121E+00  0.00000000E+00  0.00000000E+00  1.09170377E+00
 3.130519E+02  3.51014789E+00  3.77278140E+00  3.56488335E+00  0.00000000E+00  0.00000000E+00  1.13932731E+00
 3.081578E+02  3.49545435E+00  3.71864359E+00  3.53880170E+00  0.00000000E+00  0.00000000E+00  1.18070205E+00
 3.034217E+02  3.47568030E+00  3.62199320E+00  3.50656938E+00  0.00000000E+00  0.00000000E+00  1.19224594E+00
 2.988219E+02  3.46570150E+00  3.52022690E+00  3.47379239E+00  0.00000000E+00  0.00000000E+00  1.17829311E+00
 2.943594E+02  3.46663723E+00  3.44285673E+00  3.43974037E+00  0.00000000E+00  0.00000000E+00  1.16832082E+00
 2.900351E+02  3.46919876E+00  3.38275674E+00  3.40323019E+00  0.00000000E+00  0.00000000E+00  1.16618179E+00
 2.858293E+02  3.46993414E+00  3.32698887E+00  3.37551347E+00  0.00000000E+00  0.00000000E+00  1.16703583E+00
 2.817438E+02  3.46364738E+00  3.26834278E+00  3.35716597E+00  0.00000000E+00  0.00000000E+00  1.16568931E+00
 2.777797E+02  3.44079548E+00  3.20266923E+00  3.33031652E+00  0.00000000E+00  0.00000000E+00  1.14697848E+00
 2.739195E+02  3.39982402E+00  3.13103535E+00  3.28096944E+00  0.00000000E+00  0.00000000E+00  1.10353609E+00
 2.701652E+02  3.35155710E+00  3.05513404E+00  3.20860752E+00  0.00000000E+00  0.00000000E+00  1.05267011E+00
 2.665180E+02  3.30263179E+00  2.96005114E+00  3.12543168E+00  0.00000000E+00  0.00000000E+00  1.03949191E+00
 2.629625E+02  3.25425814E+00  2.82958831E+00  3.05089488E+00  0.00000000E+00  0.00000000E+00  1.06085394E+00
 2.595006E+02  3.19808906E+00  2.67874899E+00  2.98245392E+00  0.00000000E+00  0.00000000E+00  1.07352228E+00
 2.561339E+02  3.12637283E+00  2.53310704E+00  2.90868225E+00  0.00000000E+00  0.00000000E+00  1.06709578E+00
 2.528484E+02  3.04806643E+00  2.40999880E+00  2.83098590E+00  0.00000000E+00  0.00000000E+00  1.06053505E+00
 2.496460E+02  2.97310058E+00  2.32010302E+00  2.75650896E+00  0.00000000E+00  0.00000000E+00  1.06397424E+00
 2.465287E+02  2.90265030E+00  2.26451869E+00  2.68897025E+00  0.00000000E+00  0.00000000E+00  1.08290980E+00
 2.434834E+02  2.83506454E+00  2.23201413E+00  2.63064250E+00  0.00000000E+00  0.00000000E+00  1.10537691E+00
 2.405125E+02  2.76828506E+00  2.20836553E+00  2.57876382E+00  0.00000000E+00  0.00000000E+00  1.12338038E+00
 2.376178E+02  2.69682068E+00  2.18077436E+00  2.52281479E+00  0.00000000E+00  0.00000000E+00  1.14560519E+00
 2.347874E+02  2.61952669E+00  2.14561748E+00  2.46339501E+00  0.00000000E+00  0.00000000E+00  1.17220454E+00
 2.320237E+02  2.53989218E+00  2.11059030E+00  2.41031972E+00  0.00000000E+00  0.00000000E+00  1.18763792E+00
 2.293286E+02  2.46323480E+00  2.08119192E+00  2.36241911E+00  0.00000000E+00  0.00000000E+00  1.18111938E+00
 2.266912E+02  2.39372441E+00  2.05809605E+00  2.31344038E+00  0.00000000E+00  0.00000000E+00  1.15287722E+00
 2.241178E+02  2.32842669E+00  2.03912681E+00  2.26161031E+00  0.00000000E+00  0.00000000E+00  1.11244795E+00
 2.215982E+02  2.26245355E+00  2.02137093E+00  2.20690336E+00  0.00000000E+00  0.00000000E+00  1.07277950E+00
 2.191346E+02  2.19710737E+00  2.00394626E+00  2.15211691E+00  0.00000000E+00  0.00000000E+00  1.03849695E+00
 2.167291E+02  2.13993323E+00  1.98601631E+00  2.10712911E+00  0.00000000E+00  0.00000000E+00  1.00677695E+00
 2.143720E+02  2.09567293E+00  1.96729653E+00  2.07707265E+00  0.00000000E+00  0.00000000E+00  9.75418600E-01
 2.120657E+02  2.06298684E+00  1.94369869E+00  2.05414417E+00  0.00000000E+00  0.00000000E+00  9.43309411E-01
 2.098120E+02  2.03668774E+00  1.91123883E+00  2.03154077E+00  0.00000000E+00  0.00000000E+00  9.11352722E-01
 2.076022E+02  2.00985864E+00  1.87179289E+00  2.00971966E+00  0.00000000E+00  0.00000000E+00  8.83649314E-01
 2.054385E+02  1.98375490E+00  1.83043755E+00  1.99760630E+00  0.00000000E+00  0.00000000E+00  8.58580304E-01
 2.033228E+02  1.96713139E+00  1.79337251E+00  2.00306492E+00  0.00000000E+00  0.00000000E+00  8.33213528E-01
 2.012469E+02  1.96880146E+00  1.76618998E+00  2.02689587E+00  0.00000000E+00  0.00000000E+00  8.13837915E-01
 1.992130E+02  1.98877297E+00  1.75067995E+00  2.06558792E+00  0.00000000E+00  0.00000000E+00  7.99282484E-01
 1.972229E+02  2.02156529E+00  1.74434788E+00  2.11433351E+00  0.00000000E+00  0.00000000E+00  7.76903346E-01
 1.952691E+02  2.06257172E+00  1.74425094E+00  2.16742408E+00  0.00000000E+00  0.00000000E+00  7.44949143E-01
 1.933537E+02  2.10425453E+00  1.74783747E+00  2.21708905E+00  0.00000000E+00  0.00000000E+00  7.09522451E-01
 1.914784E+02  2.13746784E+00  1.75347903E+00  2.25721332E+00  0.00000000E+00  0.00000000E+00  6.71956593E-01
 1.896363E+02  2.15602542E+00  1.75812216E+00  2.28332991E+00  0.00000000E+00  0.00000000E+00  6.36540130E-01
 1.878292E+02  2.15522053E+00  1.75735551E+00  2.29070513E+00  0.00000000E+00  0.00000000E+00  6.05176560E-01
 1.860591E+02  2.13340121E+00  1.74939868E+00  2.27924002E+00  0.00000000E+00  0.00000000E+00  5.82262957E-01
 1.843193E+02  2.09553978E+00  1.74009733E+00  2.25816936E+00  0.00000000E+00  0.00000000E+00  5.75296508E-01
 1.826117E+02  2.05155846E+00  1.73573421E+00  2.23700837E+00  0.00000000E+00  0.00000000E+00  5.75127990E-01
 1.809381E+02  2.00610841E+00  1.73454770E+00  2.21465959E+00  0.00000000E+00  0.00000000E+00  5.62717131E-01
 1.792923E+02  1.95897979E+00  1.73379336E+00  2.18865244E+00  0.00000000E+00  0.00000000E+00  5.36059802E-01
 1.776787E+02  1.91124194E+00  1.73374686E+00  2.15767316E+00  0.00000000E+00  0.00000000E+00  5.04472725E-01
 1.760914E+02  1.86725977E+00  1.73113270E+00  2.12077795E+00  0.00000000E+00  0.00000000E+00  4.70378859E-01
 1.745322E+02  1.82795427E+00  1.72173267E+00  2.07490088E+00  0.00000000E+00  0.00000000E+00  4.26211741E-01
 1.730028E+02  1.78858823E+00  1.70486649E+00  2.01591470E+00  0.00000000E+00  0.00000000E+00  3.70226371E-01
 1.714976E+02  1.74787342E+00  1.68339506E+00  1.94721984E+00  0.00000000E+00  0.00000000E+00  3.16544965E-01
 1.700184E+02  1.70760513E+00  1.66118866E+00  1.87793895E+00  0.00000000E+00  0.00000000E+00  2.85104923E-01
 1.685667E+02  1.66898716E+00  1.63807901E+00  1.81537002E+00  0.00000000E+00  0.00000000E+00  2.63624049E-01
 1.671374E+02  1.63175435E+00  1.61283716E+00  1.75603608E+00  0.00000000E+00  0.00000000E+00  2.31285244E-01
 1.657321E+02  1.59530125E+00  1.58731075E+00  1.69124407E+00  0.00000000E+00  0.00000000E+00  2.04285916E-01
 1.643524E+02  1.55944581E+00  1.56129147E+00  1.62322920E+00  0.00000000E+00  0.00000000E+00  1.91824329E-01
 1.629934E+02  1.52352547E+00  1.53349695E+00  1.56197931E+00  0.00000000E+00  0.00000000E+00  1.72297226E-01
 1.616567E+02  1.48941994E+00  1.50744269E+00  1.51213954E+00  0.00000000E+00  0.00000000E+00  1.37544005E-01
 1.603437E+02  1.45992996E+00  1.48863680E+00  1.47301148E+00  0.00000000E+00  0.00000000E+00  9.77452907E-02
 1.590499E+02  1.43455109E+00  1.47888624E+00  1.44402207E+00  0.00000000E+00  0.00000000E+00  5.61266322E-02
 1.577768E+02  1.41244039E+00  1.47646276E+00  1.42449373E+00  0.00000000E+00  0.00000000E+00  8.98155146E-03
 1.565259E+02  1.39361203E+00  1.47463030E+00  1.41025733E+00  0.00000000E+00  0.00000000E+00  4.26703668E-02
 1.552928E+02  1.37482162E+00  1.46897698E+00  1.39501632E+00  0.00000000E+00  0.00000000E+00  9.33349089E-02
 1.540789E+02  1.35128432E+00  1.46055187E+00  1.37287192E+00  0.00000000E+00  0.00000000E+00  1.37660929E-01
 1.528857E+02  1.32160903E+00  1.44879745E+00  1.33923601E+00  0.00000000E+00  0.00000000E+00  1.78654557E-01
 1.517090E+02  1.29107765E+00  1.43551794E+00  1.29923237E+00  0.00000000E+00  0.00000000E+00  2.51629514E-01
 1.505503E+02  1.26345535E+00  1.42558635E+00  1.26344297E+00  0.00000000E+00  0.00000000E+00  3.11534803E-01
 1.494109E+02  1.23761113E+00  1.42136902E+00  1.23897618E+00  0.00000000E+00  0.00000000E+00  3.42583590E-01
 1.482869E+02  1.21436661E+00  1.42064012E+00  1.22415334E+00  0.00000000E+00  0.00000000E+00  3.59145841E-01
 1.471797E+02  1.19918476E+00  1.41826678E+00  1.21476212E+00  0.00000000E+00  0.00000000E+00  3.75673128E-01
 1.460906E+02  1.19141317E+00  1.40963526E+00  1.20932239E+00  0.00000000E+00  0.00000000E+00  3.95279387E-01
 1.450158E+02  1.17947682E+00  1.39358348E+00  1.20109923E+00  0.00000000E+00  0.00000000E+00  3.92180377E-01
 1.439584E+02  1.15802676E+00  1.37268844E+00  1.18613434E+00  0.00000000E+00  0.00000000E+00  3.57819826E-01
 1.429147E+02  1.13908324E+00  1.35100590E+00  1.17470032E+00  0.00000000E+00  0.00000000E+00  3.13979224E-01
 1.418859E+02  1.13152857E+00  1.32900886E+00  1.17501124E+00  0.00000000E+00  0.00000000E+00  2.82682089E-01
 1.408735E+02  1.13367351E+00  1.30720390E+00  1.18571712E+00  0.00000000E+00  0.00000000E+00  2.70712925E-01
 1.398739E+02  1.13561361E+00  1.28787655E+00  1.19581072E+00  0.00000000E+00  0.00000000E+00  2.65445820E-01
 1.388883E+02  1.12906068E+00  1.27257751E+00  1.19277175E+00  0.00000000E+00  0.00000000E+00  2.41726698E-01
 1.379181E+02  1.11822883E+00  1.25893118E+00  1.17937036E+00  0.00000000E+00  0.00000000E+00  1.96764367E-01
 1.369598E+02  1.11076023E+00  1.24479693E+00  1.16631318E+00  0.00000000E+00  0.00000000E+00  1.52180698E-01
 1.360147E+02  1.10357593E+00  1.23413675E+00  1.15500160E+00  0.00000000E+00  0.00000000E+00  1.18633640E-01
 1.350840E+02  1.09113859E+00  1.22994628E+00  1.14090276E+00  0.00000000E+00  0.00000000E+00  8.56168801E-02
 1.341646E+02  1.07199807E+00  1.22715578E+00  1.12158614E+00  0.00000000E+00  0.00000000E+00  4.04053476E-02
 1.332576E+02  1.04716305E+00  1.22184334E+00  1.09953636E+00  0.00000000E+00  0.00000000E+00  7.72327620E-03
 1.323642E+02  1.01852661E+00  1.21553931E+00  1.07683530E+00  0.00000000E+00  0.00000000E+00  4.73928657E-02
 1.314813E+02  9.88940788E-01  1.21073471E+00  1.05333187E+00  0.00000000E+00  0.00000000E+00  8.50239408E-02
 1.306100E+02  9.62618288E-01  1.20997552E+00  1.03030943E+00  0.00000000E+00  0.00000000E+00  1.15990845E-01
 1.297517E+02  9.40664330E-01  1.21404276E+00  1.00904646E+00  0.00000000E+00  0.00000000E+00  1.27951641E-01
 1.289031E+02  9.22449354E-01  1.21786850E+00  9.90528165E-01  0.00000000E+00  0.00000000E+00  1.21535019E-01
 1.280656E+02  9.07819030E-01  1.21678325E+00  9.75746724E-01  0.00000000E+00  0.00000000E+00  1.08433557E-01
 1.272403E+02  8.95714011E-01  1.21079513E+00  9.63673160E-01  0.00000000E+00  0.00000000E+00  9.06818937E-02
 1.264242E+02  8.83250729E-01  1.20538491E+00  9.52436762E-01  0.00000000E+00  0.00000000E+00  7.23567657E-02
 1.256185E+02  8.69149513E-01  1.20607037E+00  9.40083599E-01  0.00000000E+00  0.00000000E+00  7.18665198E-02
 1.248243E+02  8.54981100E-01  1.21226959E+00  9.24331677E-01  0.00000000E+00  0.00000000E+00  9.94502731E-02
 1.240388E+02  8.44021762E-01  1.22007352E+00  9.07978043E-01  0.00000000E+00  0.00000000E+00  1.40581818E-01
 1.232643E+02  8.40015960E-01  1.22680726E+00  8.99506265E-01  0.00000000E+00  0.00000000E+00  1.79442176E-01
 1.224983E+02  8.40867890E-01  1.23251846E+00  8.99299265E-01  0.00000000E+00  0.00000000E+00  2.09778233E-01
 1.217417E+02  8.37941624E-01  1.23804083E+00  8.98105003E-01  0.00000000E+00  0.00000000E+00  2.29989836E-01
 1.209956E+02  8.27886833E-01  1.24270819E+00  8.92593001E-01  0.00000000E+00  0.00000000E+00  2.40467910E-01
 1.202574E+02  8.17936876E-01  1.23616467E+00  8.88784030E-01  0.00000000E+00  0.00000000E+00  2.42725904E-01
 1.195282E+02  8.11420492E-01  1.20260646E+00  8.90180844E-01  0.00000000E+00  0.00000000E+00  2.43357160E-01
 1.188089E+02  8.05430157E-01  1.14915268E+00  8.95894799E-01  0.00000000E+00  0.00000000E+00  2.48630766E-01
 1.180971E+02  8.00485979E-01  1.10341986E+00  9.04855291E-01  0.00000000E+00  0.00000000E+00  2.55488030E-01
 1.173937E+02  8.02463955E-01  1.07986747E+00  9.17278946E-01  0.00000000E+00  0.00000000E+00  2.59743406E-01
 1.166998E+02  8.11364186E-01  1.07551902E+00  9.30911600E-01  0.00000000E+00  0.00000000E+00  2.67108620E-01
 1.160129E+02  8.22913612E-01  1.07856371E+00  9.40061337E-01  0.00000000E+00  0.00000000E+00  2.91788791E-01
 1.153341E+02  8.34596976E-01  1.07518286E+00  9.37198666E-01  0.00000000E+00  0.00000000E+00  3.32240000E-01
 1.146643E+02  8.46679709E-01  1.06036384E+00  9.19893966E-01  0.00000000E+00  0.00000000E+00  3.71380639E-01
 1.140011E+02  8.61379321E-01  1.04206338E+00  8.97641495E-01  0.00000000E+00  0.00000000E+00  3.99318580E-01
 1.133456E+02  8.82397743E-01  1.03199170E+00  8.85222092E-01  0.00000000E+00  0.00000000E+00  4.19967803E-01
 1.126986E+02  9.06930170E-01  1.03352912E+00  8.84496815E-01  0.00000000E+00  0.00000000E+00  4.38444627E-01
 1.120579E+02  9.28119712E-01  1.04282697E+00  8.87978073E-01  0.00000000E+00  0.00000000E+00  4.51859422E-01
 1.114244E+02  9.45223457E-01  1.05459296E+00  8.93494865E-01  0.00000000E+00  0.00000000E+00  4.60392979E-01
 1.107991E+02  9.62305816E-01  1.06623977E+00  9.02367656E-01  0.00000000E+00  0.00000000E+00  4.69414960E-01
 1.101798E+02  9.82324518E-01  1.07963355E+00  9.13269261E-01  0.00000000E+00  0.00000000E+00  4.80492084E-01
 1.095673E+02  1.00422443E+00  1.09583797E+00  9.24123521E-01  0.00000000E+00  0.00000000E+00  4.90629107E-01
 1.089626E+02  1.02610213E+00  1.11067267E+00  9.35181608E-01  0.00000000E+00  0.00000000E+00  4.99294371E-01
 1.083636E+02  1.04572428E+00  1.12121274E+00  9.47151869E-01  0.00000000E+00  0.00000000E+00  5.07561960E-01
 1.077711E+02  1.06130250E+00  1.12688764E+00  9.59129777E-01  0.00000000E+00  0.00000000E+00  5.10495122E-01
 1.071860E+02  1.07302062E+00  1.12807239E+00  9.69422927E-01  0.00000000E+00  0.00000000E+00  5.07013079E-01
 1.066063E+02  1.08488907E+00  1.12775068E+00  9.81055549E-01  0.00000000E+00  0.00000000E+00  5.04749847E-01
 1.060337E+02  1.09868070E+00  1.12951306E+00  9.97197536E-01  0.00000000E+00  0.00000000E+00  5.07442301E-01
 1.054664E+02  1.11204020E+00  1.12997248E+00  1.01590479E+00  0.00000000E+00  0.00000000E+00  5.14505476E-01
 1.049051E+02  1.12479799E+00  1.12452772E+00  1.03612188E+00  0.00000000E+00  0.00000000E+00  5.22859881E-01
 1.043506E+02  1.13681071E+00  1.11611998E+00  1.05740280E+00  0.00000000E+00  0.00000000E+00  5.26042398E-01
 1.038011E+02  1.14682566E+00  1.10821686E+00  1.07619349E+00  0.00000000E+00  0.00000000E+00  5.24409910E-01
 1.032573E+02  1.15509851E+00  1.10112861E+00  1.08911177E+00  0.00000000E+00  0.00000000E+00  5.23078030E-01
 1.027201E+02  1.16504484E+00  1.09690861E+00  1.09872131E+00  0.00000000E+00  0.00000000E+00  5.21090579E-01
 1.021876E+02  1.18024396E+00  1.09950945E+00  1.10953168E+00  0.00000000E+00  0.00000000E+00  5.11615704E-01
 1.016606E+02  1.19984214E+00  1.11121731E+00  1.12308521E+00  0.00000000E+00  0.00000000E+00  4.96241557E-01
 1.011398E+02  1.21909876E+00  1.12937912E+00  1.13896317E+00  0.00000000E+00  0.00000000E+00  4.79619839E-01
 1.006235E+02  1.23203000E+00  1.14859610E+00  1.15445613E+00  0.00000000E+00  0.00000000E+00  4.58906728E-01
 1.001124E+02  1.23587728E+00  1.16577407E+00  1.16682337E+00  0.00000000E+00  0.00000000E+00  4.36976219E-01
 9.960730E+01  1.23360450E+00  1.18222144E+00  1.17627759E+00  0.00000000E+00  0.00000000E+00  4.15610981E-01
 9.910648E+01  1.23010107E+00  1.20095765E+00  1.18441553E+00  0.00000000E+00  0.00000000E+00  3.89243371E-01
 9.861068E+01  1.22731468E+00  1.21997028E+00  1.19056293E+00  0.00000000E+00  0.00000000E+00  3.57309565E-01
 9.812059E+01  1.22444471E+00  1.23268609E+00  1.19256978E+00  0.00000000E+00  0.00000000E+00  3.26761973E-01
 9.763457E+01  1.21876283E+00  1.23816666E+00  1.18819275E+00  0.00000000E+00  0.00000000E+00  2.98359938E-01
 9.715335E+01  1.21093730E+00  1.24051453E+00  1.17755992E+00  0.00000000E+00  0.00000000E+00  2.72218031E-01
 9.667760E+01  1.20421231E+00  1.23994559E+00  1.16361005E+00  0.00000000E+00  0.00000000E+00  2.53123281E-01
 9.620575E+01  1.19791087E+00  1.23679448E+00  1.14887877E+00  0.00000000E+00  0.00000000E+00  2.47267493E-01
 9.573847E+01  1.19065398E+00  1.23358525E+00  1.13375136E+00  0.00000000E+00  0.00000000E+00  2.57621592E-01
 9.527645E+01  1.18301841E+00  1.23038191E+00  1.11818669E+00  0.00000000E+00  0.00000000E+00  2.77200309E-01
 9.481813E+01  1.17468790E+00  1.22687889E+00  1.10458984E+00  0.00000000E+00  0.00000000E+00  2.95298109E-01
 9.436421E+01  1.16472333E+00  1.22376479E+00  1.09457026E+00  0.00000000E+00  0.00000000E+00  3.05646106E-01
 9.391532E+01  1.15446889E+00  1.22042000E+00  1.08820317E+00  0.00000000E+00  0.00000000E+00  3.08536536E-01
 9.346998E+01  1.14598448E+00  1.21584477E+00  1.08558682E+00  0.00000000E+00  0.00000000E+00  3.03397467E-01
 9.302954E+01  1.13997700E+00  1.20886023E+00  1.08576330E+00  0.00000000E+00  0.00000000E+00  2.90594243E-01
 9.259254E+01  1.13601755E+00  1.19711597E+00  1.08753679E+00  0.00000000E+00  0.00000000E+00  2.75776487E-01
 9.215963E+01  1.13232427E+00  1.17913988E+00  1.08891729E+00  0.00000000E+00  0.00000000E+00  2.65398685E-01
 9.173142E+01  1.12740721E+00  1.15771312E+00  1.08963202E+00  0.00000000E+00  0.00000000E+00  2.58404031E-01
 9.130651E+01  1.12260835E+00  1.13893037E+00  1.09070096E+00  0.00000000E+00  0.00000000E+00  2.47778017E-01
 9.088551E+01  1.12004421E+00  1.12618610E+00  1.09123478E+00  0.00000000E+00  0.00000000E+00  2.28498251E-01
 9.046903E+01  1.11997922E+00  1.11753840E+00  1.09159075E+00  0.00000000E+00  0.00000000E+00  1.95959460E-01
 9.005571E+01  1.11995658E+00  1.10860645E+00  1.09101516E+00  0.00000000E+00  0.00000000E+00  1.55475162E-01
